item_type,brand,name,price,quantity,size,color,rpm,airflow,noise_level,pwm
fan,Corsair, ML Elite,108.24,20,120,White,"450,2000","14.86,58.1","10,30.4",true
fan,Corsair, ML140 Pro,266.48,13,140,Black / White,"400,2000","20,97","16,37",true
fan,Fractal Design, Aspect 14 RGB 3-Pack,187.75,30,140,Black,1000,41,19.5,false
fan,Corsair, ML120 Pro,163.61,6,120,Black / Blue,"400,2400","12,75","16,37",true
fan,GAMDIAS, AEOLUS M2-1203 LITE 3-Pack,121.28,26,120,Black,1200,46.7,,false
fan,Cooler Master, R4-SPS-20AK-GP,43.29,42,80,Black,2000,24.2,20,false
fan,Antec, Prizm 3+2+C 3-Pack,420.26,52,120,Black,2000,45.03,32.6,true
fan,Iceberg, Thermal IceGALE ARGB 3-Pack,151.61,16,120,Teal / White,"500,2200",94,"0,38",true
fan,Silverstone, Air Slimmer,79.64,4,92,Black,"500,2500","5.38,45.73","11.3,32",true
fan,Scythe, Kaze Flex RGB,69.28,42,120,Black / White,"300,1200","16.6,51.17","4,24.9",true
fan,be quiet!, Shadow Wings 2,76.22,11,140,White / Black,900,"49.8,85",14.9,true
fan,Thermaltake, Riing Quad 14 RGB Radiator TT Premium Edition 3-Pack,563.25,3,140,Black,"500,1400",60.17,26.1,true
fan,Iceberg, Thermal IceGALE ARGB,58.5,23,120,Teal / White,"500,2200",94,"0,38",true
fan,NZXT, FX,51.78,15,140,Black / White,"800,2000","54,98.3","21,37",true
fan,Noctua, R8 redux-1800,56.11,14,80,Black / Gray,1800,31.37,17.1,false
fan,Cooler Master, MasterFan MF Prismatic,134.41,32,120,Black / White,"650,2000",55,"8,27",true
fan,Thermaltake, Riing Quad 14 RGB Radiator TT Premium Edition 3-Pack,375.67,4,140,White,"500,1400",60.17,26.1,true
fan,ARCTIC, F14,47.4,34,140,White / Black,1300,77.3,,false
fan,Iceberg, Thermal IceGALE 2-Pack,77.91,31,140,Gray,"500,1600",96,"0,36",true
fan,be quiet!, Silent Wings 4,112.22,18,140,White,1900,78.4,29.3,true
fan,Scythe, Grand Tornado,86.57,52,120,Black,"400,2000","12.23,63.25","9.3,23.37",true
fan,ARCTIC, P8 PST CO,35.4,47,80,Black,"200,3000",23.4,,true
fan,Iceberg, Thermal IceGALE 3-Pack,90.99,4,120,Black,"500,1850",76,"0,35",true
fan,ADATA, Vento,38.95,16,120,Black,1200,45.3,23,false
fan,Cooler Master, MasterFan Pro Air Pressure,86.57,48,140,Black,"650,1550",46.2,"6,20",true
fan,Thermaltake, Pure Duo 2-Pack,177.57,58,140,Black,"500,1500",,33.5,true
fan,Iceberg, Thermal IceGALE Xtra,43.33,29,140,Gray / White,"500,2500",169,"0,47",true
fan,Alphacool, Apex Stealth Metal,129.95,20,120,Gold / Black,"400,3000",70.98,40.1,true
fan,Thermaltake, Riing,56.29,34,120,Black / Green,"1000,1500",40.6,"18.7,24.6",false
fan,Cooler Master, SickleFlow,56.24,19,80,Black,,,,true
fan,Thermaltake, Pure Duo 2-Pack,129.95,22,120,Black,"500,1500",,28,true
fan,Corsair, ML140 Pro,174.88,46,140,Black / Blue,"400,2000","20,97","16,37",true
fan,Scythe, Kaze Flex Slim,60.45,39,92,Black,"300,2500","4.96,41.3","1.8,23.2",true
fan,Corsair, ML140 LED ELITE Blue Premium,121.24,3,140,Black,"400,1600","15,82.9","10,31.8",true
fan,ARCTIC, P14 PST,56.29,23,140,White / Translucent White,"200,1700",72.8,22.5,true
fan,Thermaltake, Pure A12,97.62,11,120,Black,"500,1500",,,true
fan,Fractal Design, Prisma AL,121.32,16,140,White / Black,1000,63.33,19.4,false
fan,Iceberg, Thermal IceGALE,29.68,43,80,Teal / White,"800,2000",29,"0,26",true
fan,Aerocool, X-Blaster,39.26,20,80,Translucent Black,4000,52.8,45.6,false
fan,Cooler Master, SickleFlow,86.57,2,120,Clear,2000,69,19,false
fan,Iceberg, Thermal IceGALE Xtra,58.5,45,120,Black / White,"500,3000",127,"0,44",true
fan,Iceberg, Thermal IceGALE ARGB,58.5,14,120,Black / Teal,"500,2200",94,"0,38",true
fan,Thermaltake, Riing Plus TT 3-Pack,277.27,51,120,Black,"500,1500",48.34,24.7,true
fan,Fractal Design, Dynamic X2 GP,108.76,13,120,Black / White,"500,2000",87.6,32.2,true
fan,Cooler Master, Silencio FP,64.95,7,120,Black,2400,38,11,true
fan,Thermaltake, TOUGHFAN 14 3-Pack,441.92,48,140,Black,"500,2000",,30.7,false
fan,be quiet!, Shadow Wings 2,81.85,34,140,White / Black,1100,"49.8,85",14.7,false
fan,Thermalright, TL-9015,33.32,22,92,White,2700,42.58,22.4,true
fan,Fractal Design, Prisma AL 3-Pack,392.01,6,120,White / Black,"500,2000","20.68,85.71",,true
fan,Alphacool, Apex Stealth Metal,170.68,27,120,Black,"400,3000",70.98,40.1,true
fan,Cooler Master, JetFlo,129.95,8,120,Black,"1200,2000",95,36,true
fan,Super Flower, MEGACOOL,103.95,36,120,Black / Purple,"2000,3300","90.04,151.87","35.73,48.39",true
fan,ARCTIC, P12,47.62,22,120,Black / Transparent,"200,1800",56.3,22.5,true
fan,Iceberg, Thermal IceGALE Xtra,43.33,2,140,Black / White,"500,2500",169,"0,47",true
fan,Thermaltake, TOUGHFAN 12 Pro,108.28,44,120,Black,"500,2000","49.13,70.8","18.3,22.6",true
fan,Phanteks, F200SP,129.95,33,200,Black,850,110.1,25,false
fan,Corsair, RS140 MAX,173.28,40,140,Black,1600,"27.5,104",31,true
fan,Thermaltake, Pure A14,64.95,45,140,Black,"500,1500",,32,true
fan,ARCTIC, P14,71.67,30,140,White / Translucent White,"200,1700",72.8,22.5,true
fan,Prolimatech, Ultra Sleek Vortex,84.54,16,120,Black,"400,1300",55.7,"7,17",true
fan,In Win, Mercury AM120S,73.05,46,120,Black / White,"400,2000",60.71,"17,29",true
fan,Alphacool, Apex Stealth Metal,129.95,7,120,Silver / Black,"400,3000",70.98,40.1,true
fan,Bitspower, Notos 3-Pack,303.22,25,120,Black / White,"800,1800",,"25,28",true
fan,Thermaltake, SWAFAN 12 3-Pack,307.9,30,120,Black,"500,2000","53.02,54.85","30.5,36.5",false
fan,Corsair, ML140 LED ELITE Red Premium,77.91,52,140,Black,"400,1600","15,82.9","10,31.8",true
fan,Thermaltake, SWAFAN GT12,129.95,43,120,Black,"500,2000","54.71,58.17","26.5,29.8",true
fan,Alphacool, Apex Stealth Metal,129.95,59,120,Black,"400,2000",47,24.6,true
fan,be quiet!, Silent Wings 4,99.23,58,120,Black,1600,48.7,18.9,false
fan,In Win, Mercury AM120S 3-Pack,158.5,31,120,Black / White,"400,2000",60.71,"17,29",true
fan,Antec, True Quiet,82.24,27,120,Blue,"600,1000","21.5,35.79","8.9,19.89",false
fan,Silverstone, Shark Force,134.24,37,140,Black,,"0,120","0,38.3",true
fan,Silverstone, Air Penetrator,251.27,43,180,White,"500,2000","60,170","17,34",false
fan,Silverstone, Air Penetrator,200.05,21,180,Black,"700,1200","80,130","18,34",false
fan,ARCTIC, F12 PST,45.24,44,120,Black / White,1350,53,,true
fan,Thermaltake, Riing,64.95,50,140,Black / Red,"1000,1400",51.15,"22.1,28.1",false
fan,Thermaltake, TOUGHFAN 12 3-Pack,390.79,1,120,Black,"500,2000",53.75,21.2,false
fan,Thermaltake, Pure A12,82.24,29,120,Black,"500,1500",,,true
fan,ID-COOLING, NO-12015-XT,94.68,31,120,Black,"500,2000",54.6,"13.8,31.2",true
fan,ARCTIC, F8,111.66,31,80,White / Black,"850,2000",31,,true
fan,Thermaltake, Pure Duo 2-Pack,177.57,1,140,White,"500,1500",,33.5,true
fan,Iceberg, Thermal IceGALE 3-Pack,90.99,3,120,Gray,"500,1850",76,"0,35",true
fan,Corsair, AF140 (2018),79.6,0,140,Black / White,1150,62,26,false
fan,Iceberg, Thermal IceGALE Xtra,58.5,30,120,Gray / White,"500,3000",127,"0,44",true
fan,Iceberg, Thermal IceGALE ARGB,65.0,28,140,Black / Teal,"500,1600",96,"0,36",true
fan,Noctua, B9 redux-1600,60.45,7,92,Black / Gray,"350,1600",37.85,17.6,false
fan,Thermaltake, Pure Plus RGB TT Premium Edition 3-Pack,324.11,52,120,Black,"500,1500",56.45,25.8,true
fan,Thermaltake, Riing Plus TT 3-Pack,403.14,28,140,Black,"500,1400",63.19,27.2,true
fan,Scythe, Kaze Flex II Slim,73.44,3,120,Black,"300,1500","8.16,39.44","2.58,23.8",true
fan,Enermax, SquA RGB,43.33,12,120,Black,"300,1500","24.53,68.27","12,23",true
fan,Fractal Design, Silent R3,71.8,22,50,Black / White,3500,6.8,19,false
fan,Aerocool, DS,43.29,34,120,Black / Red,"1100,1500","62.5,81.5","14.8,23.1",false
fan,Thermaltake, TOUGHFAN,86.57,22,120,Green,"500,2000",58.35,22.3,true
fan,Thermaltake, TOUGHFAN 14 Pro,151.57,24,140,Black,"500,2000","87.6,119.6","24.5,31.6",true
fan,ADATA, XPG HURRICANE,86.62,42,140,Black,"700,1800",91,28.1,true
fan,Noctua, A9 FLX,82.11,52,92,Brown,"1050,1600","25.25,38.02","8.4,17.1",false
fan,EK, Quantum Impulse D-RGB,140.17,19,120,Black / White,"400,1800",57.5,24.3,true
fan,Iceberg, Thermal IceGALE Xtra 2-Pack,86.57,57,140,Teal,"500,2500",169,"0,47",true
fan,GAMDIAS, AEOLUS P2 3-Pack,433.26,6,120,Black,"1000,2400",74.97,,true
fan,Silverstone, FN,34.62,24,120,Black,1200,58.47,25.15,false
fan,Super Flower, MEGACOOL,125.61,20,140,Black / Purple,"1800,2700","110.33,175.03","39.24,50.59",true
fan,be quiet!, Shadow Wings 2,73.18,8,140,Black,900,49.8,14.7,false
fan,Iceberg, Thermal IceGALE 2-Pack,77.91,13,140,Teal,"500,1600",96,"0,36",true
fan,Corsair, SP120,149.36,35,120,Black,2350,62.74,35,true
fan,Fractal Design, Aspect 14,168.99,12,140,White,1000,41,19.5,false
fan,Thermaltake, Pure A14,64.95,10,140,Black,"500,1500",,32,true
fan,In Win, Sirius Extreme ASE120P 3-Pack,138.57,54,120,Black,"400,1500",54,"21,25",true
fan,RAIJINTEK, IRIS 12 RBW ADD-3 3-Pack,194.94,12,120,White / Black,"400,1800",35.8,28,true
fan,Thermaltake, Pure,43.29,3,120,Clear,1000,40.99,19.5,false
fan,Phanteks, F140SP,99.62,16,140,Black / White,1200,82.1,19,false
fan,Corsair, AF120 Quiet,204.91,37,120,Black,1100,39.88,21,false
fan,Iceberg, Thermal IceGALE ARGB 2-Pack,129.95,32,140,Teal / White,"500,1600",96,"0,36",true
fan,Aerocool, Shark,69.24,5,120,Red,"800,1500","32.5,82.6","12.6,26.5",false
fan,Silverstone, AP,194.94,46,180,Black,"400,1500","24.49,140.13","18,37",true
fan,Cooler Master, Silencio FP,86.57,56,120,Black,1400,"16.39,44","6.5,14",true
fan,Thermaltake, Pure Duo 2-Pack,151.57,11,120,White,"500,1500",,28,true
fan,In Win, Saturn ASN120 3-Pack,183.85,36,120,White / Black,"500,1800",,,true
fan,Thermaltake, Pure A14,64.95,4,140,Black,"500,1500",,32,true
fan,Corsair, ML140 LED ELITE Red Premium,60.58,5,140,White,"400,1600","15,82.9","10,31.8",true
fan,Cooler Master, SickleFlow,77.91,28,92,Black,,,,true
fan,In Win, Sirius Extreme Pure ASE120P 3-Pack,316.61,36,120,White,"400,1500",54,"21,25",true
fan,Iceberg, Thermal IceGALE,34.62,38,80,Black / White,"800,2000",29,"0,26",true
fan,Thermaltake, Pure A12,82.24,3,120,Black,"500,1500",,,true
fan,Iceberg, Thermal IceGALE,34.62,43,80,Gray / White,"800,2000",29,"0,26",true
fan,Thermaltake, Riing Plus TT Premium Edition,51.95,17,120,Black,"500,1400","5,14",24.7,true
fan,Silverstone, Air Penetrator,123.84,51,180,Black,"700,1200","80,130","18,34",false
fan,Scythe, Kaze Flex Slim,139.96,41,120,Gray / Black,"300,1800","8.28,50.79","2.7,30",true
fan,Thermaltake, Riing Quad 12 RGB Radiator TT Premium Edition 3-Pack,519.92,50,120,White,"500,1500",40.9,25,true
fan,Iceberg, Thermal IceGALE,39.0,13,140,Gray / White,"500,1600",96,"0,36",true
fan,be quiet!, Pure Wings 2,47.23,26,120,Black,2000,65.51,35.9,false
fan,Aerocool, Silent Master,77.91,53,200,Blue,800,76,18,false
fan,Cougar, Vortex,69.37,3,120,Black,1200,60.4,17.7,false
fan,Thermaltake, Blue-Eye,52.04,19,80,Transparent,"1300,2500",32.92,"17,28",false
fan,Enermax, SquA RGB,43.33,23,120,White,"300,1500","24.53,68.27","12,23",true
fan,Alphacool, Apex Stealth Metal,170.68,16,120,Gold / Black,"400,2000",47,24.6,true
fan,SeaSonic, MAGFLOW,141.0,26,120,Black,"600,2000",63.33,"9.9,33.78",true
fan,Phanteks, PH-F120MP V2 RADIATOR,64.95,29,120,Black / White,"500,2200",60.5,34.2,true
fan,Iceberg, Thermal IceGALE 3-Pack,90.99,47,120,Teal,"500,1850",76,"0,35",true
fan,Thermaltake, Riing,86.57,22,140,Black / White,"1000,1400",51.15,"22.1,28.1",false
fan,Thermaltake, Riing 3-Pack,315.96,10,140,Black,"1100,1400",51.15,"19,28.1",true
fan,Iceberg, Thermal IceGALE,43.33,49,120,Gray / White,"500,1850",76,"0,35",true
fan,Iceberg, Thermal IceGALE Xtra,38.95,27,80,Gray / White,"800,3000",37,"0,29",true
fan,Iceberg, Thermal IceGALE Xtra,58.5,49,120,Teal / White,"500,3000",127,"0,44",true
fan,In Win, Neptune DN140,100.87,4,140,Black,"900,1800","41.67,88.89",24.5,true
fan,Fractal Design, Dynamic X2,139.74,34,140,White / Black,"500,1700","47.9,105.9",33.7,true
fan,be quiet!, Shadow Wings 2,77.91,42,120,White / Black,1100,"38.5,65",15.7,false
fan,Aerocool, DS,63.65,22,120,Black / Blue,"1100,1500","62.5,81.5","14.8,23.1",false
fan,Fractal Design, Silent R3,69.24,33,140,Black / White,1000,56.1,21.6,false
fan,Thermaltake, Riing,64.95,2,140,Black / Orange,"1000,1400",51.15,"22.1,28.1",false
fan,Scythe, Kaze Flex,60.45,28,92,Black,"300,2300","6.75,48.88","7.3,28.83",true
fan,NZXT, Air Flow,56.29,38,120,Clear,1200,59.1,26.8,false
fan,Thermaltake, Riing,199.23,21,120,Black,"1000,1500",40.6,26.4,true
fan,Cougar, Dual-X,99.62,5,140,Green,1000,73.18,18,false
fan,Thermaltake, Pure A14,64.95,48,140,Black,"500,1500",,32,true
fan,Aerocool, Shark,60.45,32,120,Green,"800,1500","32.5,82.6","12.6,26.5",false
fan,ARCTIC, F Silent,42.2,23,120,White / Black,800,37,,false
fan,ARCTIC, F14 PST CO,82.24,14,140,Gray,"600,1350",74,22.5,true
fan,Iceberg, Thermal IceGALE ARGB,65.0,27,140,Teal / White,"500,1600",96,"0,36",true
fan,Scythe, Kaze Flex,90.6,23,120,Black,"300,800","16.6,43.03","4,14.05",true
fan,Fractal Design, Venturi HP-14,188.62,17,140,Black,1500,78.09,30.1,true
fan,ARCTIC, F12 CO,53.04,0,120,Black,"600,1350",74,,true
fan,Scythe, Kaze Flex RGB,56.11,20,92,Black,"300,2300","6.75,48.88","7.3,28.83",true
fan,Phanteks, F140SP,125.57,12,140,Black / White,1200,82.1,19,false
fan,Thermaltake, SWAFAN GT14,173.23,40,140,Black,"500,2000","54.71,58.17","26.5,29.8",true
fan,Silverstone, FHP,112.61,49,140,Black,"500,2000","42.8,171","13.4,43.5",true
fan,Thermaltake, Riing,77.91,15,120,Black / Red,"1000,1500",40.6,"18.7,24.6",false
fan,Scythe, Kaze Flex ARGB,100.96,4,120,Black / White,"300,1200","16.6,51.17","4,24.9",true
fan,Thermalright, TL-B9,141.99,45,92,White,2500,54,23,true
fan,Cooler Master, Silencio FP,356.26,4,120,Black,1200,38,11,false
fan,Iceberg, Thermal IceGALE,43.33,53,120,Teal / White,"500,1850",76,"0,35",true
fan,Scythe, Kaze Flex,113.61,30,120,Black,1200,51.17,24.9,false
fan,In Win, Neptune DN120,94.16,36,120,Black,"900,2200","23.87,60.1",20.5,true
fan,Silverstone, Shark Force 120,125.61,57,120,Black,,"0,100","0,41.2",true
fan,Phanteks, F120MP,86.57,41,120,Black,"500,1800",53.3,25,true
fan,Iceberg, Thermal IceGALE,39.0,9,140,Black / White,"500,1600",96,"0,36",true
fan,Enermax, T.B. Silence,104.82,19,120,Translucent Gray,900,42.13,11,false
fan,Silverstone, FN,58.28,19,120,Black / White,2000,32.6,23.5,false
fan,Thermaltake, Riing,86.57,46,140,Black / Blue,"1000,1400",51.15,"22.1,28.1",false
fan,ARCTIC, BioniX P120,80.2,59,120,Green / Black,"200,2100",67.56,,true
fan,Scythe, GlideStream,277.31,35,140,Black,800,49.95,21.4,false
fan,Thermaltake, Riing,86.53,12,140,Black / Green,"1000,1400",51.15,"22.1,28.1",false
fan,Iceberg, Thermal IceGALE Silent PWM 3-Pack,116.99,11,120,Black / Blue,"600,1600","50,55","20,25",true
fan,Aerocool, Shark,58.63,39,140,Green,"800,1500","50,96.5","14.5,29.6",false
fan,Iceberg, Thermal IceGALE Xtra 3-Pack,129.95,47,120,Teal,"500,3000",127,"0,44",true
fan,Cooler Master, MasterFan SF120P,86.57,53,120,Black,"650,2000",43,"8,30",true
fan,Cougar, Dual-X,125.57,1,140,Red,1000,73.18,18,false
fan,Silverstone, FW,56.29,44,120,Blue / White,"1000,1800","42.6,76.5","18.39,28.1",true
fan,Corsair, SP120 High Performance,324.89,55,120,White / Black,1400,52,26,true
fan,Scythe, Kaze Flex II,69.11,21,120,Black,"300,1500","16.9,67.62","4,28.6",true
fan,Noctua, P12-1300,120.54,46,120,Brown,"900,1300","37.33,54.36","12.6,19.8",false
fan,Aerocool, DS,75.7,40,120,Black / White,"1100,1500","62.5,81.5","14.8,23.1",false
fan,Silverstone, FQ,86.57,9,92,White / Blue,"1000,2500","19.8,44.2","15.3,24.8",true
fan,Enermax, T.B. Silence,95.5,13,92,Black,1400,27.18,13,false
fan,Scythe, Kaze Flex Slim,76.61,40,120,Gray / Black,"300,1200","8.28,33.86","2.7,23.9",true
fan,ADATA, Vento 3-Pack,121.28,8,120,Black / White,1200,45.3,23,false
fan,Thermaltake, TOUGHFAN,69.11,38,120,Turquoise,"500,2000",58.35,22.3,true
fan,Alphacool, Apex Stealth Metal,129.95,6,120,Silver / Black,"400,2000",47,24.6,true
fan,Alphacool, Apex Stealth Metal,129.95,54,120,White / Black,"400,2000",47,24.6,true
fan,Cooler Master, MasterFan MF140R,194.94,6,140,Black,"650,1500",90,33.5,true
fan,Scythe, Kaze Flex,60.45,54,120,Gray / Black,"300,1200","16.6,51.17","4,24.9",true
fan,Prolimatech, Vortex,86.57,45,140,Clear,1000,87,18.1,false
fan,Cougar, Dual-X,125.4,48,120,Green,,64.37,16.6,false
fan,ARCTIC, BioniX F120,70.93,35,120,Black / Yellow,"200,1800",69,24.4,true
fan,Scythe, Kaze Flex ARGB,95.11,44,120,Black / White,"300,1800","16.6,79.76","4,35.8",true
fan,Prolimatech, Vortex,108.2,8,120,Clear,"1200,1600",72.67,29.1,false
fan,Silverstone, FN,43.29,47,120,Clear,1200,58.47,25.15,false
fan,Phanteks, F140HP II,86.57,37,140,White,"500,1600",68.1,25,true
fan,Phanteks, F120SP,86.57,2,120,Black,1300,54.4,24.2,false
fan,Scythe, Kaze Flex,74.83,3,120,Black,800,43.03,14.5,false
fan,ARCTIC, F,64.95,42,120,Black,"230,1350",53,,true
fan,In Win, Neptune DN120 Pro,69.72,0,120,Black / Red,"900,2200","24.15,60.56",20.3,true
fan,Corsair, SP120 Quiet,248.5,45,120,Black,1450,37.85,23,false
fan,Aerocool, Shark,77.95,1,140,Black,"800,1500","50,96.5","14.5,29.6",false
fan,Xigmatek, XLF,142.64,29,120,Orange,1500,61,20,false
fan,Thermaltake, Luna Slim,69.28,32,140,Black / Red,1200,38.59,24,false
fan,Deepcool, UF,91.73,25,80,White / Blue,"900,2200",25.13,"17.8,24.7",false
fan,ARCTIC, BioniX F120,70.02,33,120,Black / Green,"200,1800",69,24.4,true
fan,ARCTIC, F12 TC,64.95,20,120,White / Black,1350,53,,false
fan,Silverstone, FN,98.27,23,120,Black,1500,25.06,18,false
fan,Iceberg, Thermal IceGALE Xtra,43.33,21,140,Teal / White,"500,2500",169,"0,47",true
fan,Zalman, SF120,43.29,41,120,Silver / Black,"800,1500",54,28,true
fan,Thermaltake, DuraMax,69.24,25,92,Black,2850,48.7,37.6,false
fan,Silverstone, AP,135.93,26,120,Black / White,"500,1800","6.37,25.5","19.25,23.54",true
fan,Thermaltake, Pure,69.28,37,120,Clear,1000,40.99,19.5,false
fan,Scythe, Slipstream,108.28,37,120,Black,"200,1300","9.8,74.25","3,26.5",true
fan,Corsair, SP140,86.57,16,140,Black / Red,1440,49.49,29.3,false
fan,Thermaltake, Luna Slim,69.28,41,140,Black / Blue,1200,38.59,24,false
fan,Iceberg, Thermal IceGALE,43.33,30,120,Black / White,"500,1850",76,"0,35",true
fan,Scythe, Kaze Flex II,69.11,23,120,Black,"300,1200","16.9,52.94","4,23.8",true
fan,Aerocool, Silent Master,98.27,3,200,Red,800,76,18,false
fan,ARCTIC, F8,56.29,23,80,White / Black,2000,31,,false
fan,Xigmatek, XAF,25.95,16,140,Orange,"800,1300",90.3,18,false
fan,Silverstone, FN,51.95,46,120,Clear,1200,58.47,25.15,false
fan,Silverstone, FW,129.99,59,120,Black,"500,1800","10.95,42.41","19.25,23.54",true
fan,Iceberg, Thermal IceGALE Xtra,38.95,46,80,Teal / White,"800,3000",37,"0,29",true
fan,Bitspower, Notos,46.32,49,120,Black / White,"800,1800",,"25,28",true
fan,ARCTIC, P12,49.14,29,120,White / Translucent White,"200,1800",56.3,22.5,true
fan,Silverstone, FW,67.03,15,92,Blue / White,"1500,2800","26.8,49.5","14.1,27.7",true
fan,Silverstone, FW,142.95,42,140,Black,"500,1800","18.77,60.54","18.48,23.33",true
fan,Phanteks, F140SP,125.57,47,140,Black / White,1200,82.1,19,false
fan,Silverstone, FM,69.28,32,92,White,"1200,3000","21.4,53.6","9.3,29.2",false
fan,Scythe, Gentle Typhoon,138.66,50,120,Gray,800,28.25,9,false
fan,Thermaltake, Blue-Eye,52.52,2,92,Transparent,"1300,2500",47,"18.6,28",false
fan,Cougar, CFD,137.79,14,140,Black / White,1000,73.18,18,false
fan,Aerocool, Streamliner,65.0,46,140,Blue,1000,54.7,19.6,false
fan,RAIJINTEK, Iris,55.07,54,120,,"800,1800",42.17,26.5,true
fan,In Win, Neptune DN140 Pro,86.1,38,140,Black / Red,"900,1800","43.74,91.66",24,true
fan,Silverstone, Air Penetrator,98.06,56,120,Clear,1500,35.36,22.4,false
fan,Silverstone, Air Penetrator,95.28,13,120,Clear,1500,35.36,22.4,false
fan,Silverstone, FHP,112.61,58,140,Black,"1200,2000","42.8,171",43.5,false
fan,Antec, 75002,65.0,13,92,Clear,2600,42.4,33,false
fan,Antec, 75001,65.0,35,80,Clear,2600,34,30,false
fan,Antec, True Quiet,43.29,23,120,Red,"600,1000","21.2,35.3","8.9,19.89",false
fan,Enermax, T.B. Silence,84.23,10,80,Black / White,1600,27.96,15,false
fan,Silverstone, FQ,99.62,28,120,White / Blue,"800,1500","37.79,63.8","15.9,24.9",true
fan,Silverstone, FQ,83.11,0,140,White / Blue,"500,1000","31.4,62","15.1,20.7",true
fan,Phanteks, F120SP,90.95,7,120,Black / White,1300,54.4,24.2,false
fan,Thermaltake, Luna Slim,60.62,43,120,Black / White,1400,27.53,24,false
fan,BitFenix, Spectre Xtreme,43.29,41,120,Black / Red,"950,2000",66,30,false
fan,RAIJINTEK, Iris,55.07,26,120,,"800,1800",42.17,26.5,true
fan,RAIJINTEK, Iris,55.07,52,120,,"800,1800",42.17,26.5,true
fan,Iceberg, Thermal IceGALE,39.0,43,140,Teal / White,"500,1600",96,"0,36",true
fan,Iceberg, Thermal IceGALE Xtra,38.95,27,80,Black / White,"800,3000",37,"0,29",true
