item_type,brand,name,price,quantity,rpm,noise_level,color,size
cooler,ARCTIC, Alpine 12 CO,90.21,41,"100,2700",,Black / Gray,
cooler,Deepcool, AK620 ZERO DARK ZORIA,413.58,8,"500,1850",28,Orange / Black,
cooler,Asus, ROG Ryujin 240 RGB AIO,996.59,51,"450,2000",29.7,Black,240.0
cooler,MSI, MPG CORELIQUID D240,732.28,39,,,Black,240.0
cooler,Jonsbo, CR-1000 EVO ARGB White,112.61,41,"600,1500","22,32",White,
cooler,Asus, ROG STRIX LC 240 RGB White Edition,801.56,49,"800,2500",37.6,White,240.0
cooler,Silverstone, NT09-115X,66.25,36,"550,2500","18.5,32",,
cooler,Cooler Master, MasterAir MA410M,416.96,25,"650,1800","6,31",Black,
cooler,MSI, MPG CORELIQUID K240 V2,732.19,59,,39.9,Black,240.0
cooler,be quiet!, Silent Loop 2 120,577.07,25,2200,"16.6,36.4",Black,120.0
cooler,Cooler Master, MasterAir MA610P ARGB,487.59,2,"650,1800","8,27",,
cooler,Thermaltake, Floe Riing RGB 360 TT Premium Edition,651.73,6,"500,1400","19.8,24.7",,360.0
cooler,Thermaltake, TOUGHAIR 710,411.55,47,"300,1400","18.5,23.9",Black,
cooler,Thermaltake, Floe DX RGB 240 TT Premium Edition,500.89,37,"500,1500","19,23.9",Black / Gray,240.0
cooler,Thermaltake, TH280 V2 Ultra ARGB Sync,693.24,26,"500,2000",34.7,White,280.0
cooler,Cooler Master, i70,86.57,41,1800,28,Black / Silver,
cooler,Iceberg, Thermal IceSLEET X5,129.95,21,"500,1850","0,36",Teal / Silver,
cooler,Silverstone, Krypton KR01,142.95,23,"800,3000",33,Black / Silver,
cooler,ID-COOLING, SE-224-XTS,129.95,24,"600,1500",28.9,Black / Silver,
cooler,Thermaltake, CLP0556,80.16,4,"1900,2300",22,,
cooler,Thermaltake, UX 210 ARGB,216.61,0,"600,2000",34.3,Black / Silver,
cooler,ID-COOLING, FROZN A610 ARGB WHITE,216.61,15,"500,2000",29.9,White,
cooler,Enermax, AQUAFUSION ADV 240,303.27,33,"500,2000","15,32.6",Black,240.0
cooler,ARCTIC, Freezer A13 X,134.32,7,"300,2000",,Black / White,
cooler,Cooler Master, Hyper 212 LED Turbo (Red),255.82,13,"300,1600","9,31",,
cooler,ARCTIC, Freezer 34 CO,173.28,37,"200,1800",,Black / Silver,
cooler,Silverstone, Krypton KR02,168.94,30,"800,2800","13.6,34.8",Black / Silver,
cooler,Alphacool, Eisbaer LT240,519.53,23,"550,1700",29,Black,240.0
cooler,Cooler Master, MasterAir MA410P,216.61,55,"650,2000","6,30",,
cooler,Silverstone, Hydrogon D120 ARGB,457.52,41,,"0,30.5",Black / Silver,
cooler,Fractal Design, Celsius+ S24 Prisma PWM ARGB,798.05,2,"500,2000",32.7,Black,240.0
cooler,Enermax, LIQMAXFLO SR 360,428.92,36,"500,1800",23.46,Black,360.0
cooler,Cooler Master, MASTERLIQUID PL240 FLUX,598.13,24,,32,White,240.0
cooler,Jonsbo, HX6200D,207.98,14,"700,1800","18.6,29.7",White,
cooler,Enermax, LIQMAXFLO 240,316.22,21,"500,1800",23.46,Black,240.0
cooler,ADATA, XPG LEVANTE 360,693.24,4,"600,2000",34,Black,360.0
cooler,Gigabyte, AORUS WATERFORCE X II 240AORUS WATERFORCE X II 240,996.55,54,"800,2400","12,37.5",Black,240.0
cooler,Asus, ROG RYUO 240 RGB,823.18,59,"800,2500",37,Black,240.0
cooler,Jonsbo, CR-3000 ARGB,214.27,20,"600,1500","22,32",Black / Silver,
cooler,Asus, ROG RYUO 120 RGB,1035.59,49,"800,2500",37,Black,120.0
cooler,Cooler Master, Hyper TX3 EVO,371.42,40,"800,2800","17,35",,
cooler,Enermax, ETS-N30R-HE,113.22,27,"600,2800","12,28",,
cooler,TEAMGROUP, SIREN GD240E,437.55,47,"600,2200","14.3,35.6",White,240.0
cooler,RAIJINTEK, PALLAS 120,129.95,5,"200,1400",28.43,Black,
cooler,Enermax, ETS-F40-FS,173.28,31,"300,1200","10,23",Black,
cooler,Cougar, FORZA 85,195.42,41,"600,2000",34.5,Black,
cooler,Alphacool, Core Ocean T38,318.69,44,,"0,34.3",Black,120.0
cooler,Enermax, LIQMAX III RGB,226.49,47,"500,1600","14,27",Black,120.0
cooler,Silverstone, AR12-TUF,199.27,45,"300,2200","6.2,34.4",Black / Orange,
cooler,Iceberg, Thermal IceSLEET X7 Dual,164.61,6,"500,1850","0,38",Teal / Silver,
cooler,Cooler Master, MasterAir G100M RGB,187.4,33,"600,2400",30,Black / Multicolor,
cooler,Deepcool, GAMMAXX GT V2,173.28,14,"500,1650",27.8,Black / Silver,
cooler,Cougar, FORZA 135,454.92,41,"500,1500",38.5,Black / Silver,
cooler,Enermax, LIQMAXFLO SR 240,389.93,50,"500,1800",23.46,Black,240.0
cooler,Noctua, NH-U12S TR4-SP3,389.54,21,"300,1500","18.6,22.4",,
cooler,Thermalright, Le Grand Macho RT,285.11,52,"300,1300","14,20",,
cooler,ARCTIC, Freezer A35 CO,168.94,32,"200,1800",,Black / Silver,
cooler,Jonsbo, CR-1000 EVO Color White,108.28,38,"600,1500","22,32",White,
cooler,Asus, ROG STRIX LC 240 RGB,736.57,10,"800,2500",37.6,Black,240.0
cooler,Cooler Master, Hyper 212 LED White Edition,277.79,18,"600,1600","9,31",,
cooler,BitFenix, Cube ARGB,346.21,44,2000,34,White,240.0
cooler,EVGA, CLCx 280,1004.82,8,,35,Black,280.0
cooler,Thermaltake, Water 3.0 Riing RGB 280,571.09,10,"300,1500","18.5,26.4",Black / Red,280.0
cooler,CRYORIG, C7 Cu,359.64,9,"600,2500",30,White / Orange,
cooler,Thermaltake, TOUGHLIQUID ARGB,606.58,13,"500,2000",22.3,Black,360.0
cooler,Alphacool, Eisbaer Extreme,1593.24,44,1000,18.8,Black,280.0
cooler,Iceberg, Thermal IceSLEET X9 Dual TR,186.28,52,"500,1850","0,38",Teal / Silver,
cooler,Enermax, ETS-F40-FS,173.28,17,"300,1200","10,23",White,
cooler,Thermaltake, TOUGHLIQUID Ultra,840.56,53,"500,2000",33.2,Black,280.0
cooler,GAMDIAS, CHIONE M2,303.22,26,"800,1800",,Black,240.0
cooler,Corsair, H110i GT,1051.66,36,2100,43,,280.0
cooler,Cooler Master, Hyper 212X EU Version,376.97,44,"600,1700","13,28.6",,
cooler,Jonsbo, HX7280,662.91,4,"700,1800","28,38",Black,
cooler,Alphacool, Eisbaer Aurora 240,663.64,52,"800,2000",,Black,240.0
cooler,Thermaltake, TOUGHAIR 510,243.99,52,"500,1200",23.6,Green,
cooler,Thermalright, Macho Rev.B,277.18,3,"300,1300","15,21",,
cooler,GAMDIAS, BOREAS P1-720,303.22,7,"800,2000","10,31",Black,
cooler,be quiet!, Shadow Rock 2,463.63,32,1600,"15.3,25.4",,
cooler,ARCTIC, Freezer i35 CO,199.27,33,"200,1800",,Black / Silver,
cooler,Enermax, LIQMAXFLO 420,563.25,13,"500,1700",25.47,Black,420.0
cooler,CRYORIG, M9 Plus,278.31,29,"600,2200",26.4,Black / Silver,
cooler,EK, AIO Elite 280 D-RGB,494.53,55,"550,2200",36.4,Black,280.0
cooler,ARCTIC, Freezer A35 RGB,161.97,37,"200,1700",,Black,
cooler,Silverstone, IceMyst 280,532.92,37,"400,1750","13.3,30.8",Silver / Black,280.0
cooler,ARCTIC, Liquid Freezer II 240 RGB,509.3,1,"200,1800",22.5,Black / Gray,240.0
cooler,ARCTIC, Freezer 34 eSports DUO,254.52,1,"200,2100",24.4,Yellow / Black,
cooler,ARCTIC, Freezer 50 (w/Controller),325.97,21,"200,1800",,Black,
cooler,Enermax, LIQTECH TR4 II 360,769.11,10,"500,2300","14,28",Black,360.0
cooler,Thermaltake, Floe Riing RGB 280 TT Premium Edition,259.94,14,"500,1400","19.8,27.2",,280.0
cooler,RAIJINTEK, LETO PRO RGB,129.95,58,"800,1800",25,Black / Silver,
cooler,Enermax, LIQMAXFLO SR 120,346.55,50,"500,1800",23.46,Black,120.0
cooler,Silverstone, IceMyst 240,476.59,27,"500,2200","12.1,33.1",Silver / Black,240.0
cooler,Iceberg, Thermal IceSLEET G4 OC,108.28,25,"600,1400",22.5,Black / Teal,
cooler,Enermax, AQUAFUSION ADV 120,221.59,20,"500,2000","15,32.6",Black,120.0
cooler,Alphacool, Eisbaer Pro Aurora,904.34,13,,31.5,Black,280.0
cooler,Thermaltake, TOUGHAIR 510,259.94,37,"500,1200",23.6,Teal,
cooler,ADATA, XPG LEVANTE 240,476.59,45,"600,2000",34,Black,240.0
cooler,Alphacool, Eisbaer LT360,649.56,10,"550,1700",29,Black,360.0
cooler,Thermaltake, TOUGHLIQUID ARGB,541.54,38,"500,2000",22.3,Teal,240.0
cooler,Lian Li, Galahad AIO240 (2022),840.78,2,"800,1900",32,White / Silver,240.0
cooler,Silverstone, VIDA 120 SLIM,479.71,56,"300,1800","15.9,33.9",Black,120.0
cooler,GAMDIAS, CHIONE P2,454.88,37,"800,1800",,Black,360.0
cooler,ARCTIC, Freezer 50,279.22,42,"200,1800",,Black,
cooler,Enermax, Liqfusion 240,355.26,30,"500,2000","14,28",Black,240.0
cooler,Iceberg, Thermal IceSLEET G4 Midnight Limited Edition,112.61,44,"600,1400",22.5,Black,
cooler,Xigmatek, GAIA SD1283,129.99,13,"800,1500","16,24",,
cooler,GAMDIAS, CHIONE M3,368.26,36,"800,2000",,White,240.0
cooler,Silverstone, NT07-115X,129.95,3,"1500,3600","21.9,34.7",Silver / Black,
cooler,RAIJINTEK, LETO RGB,122.28,2,"800,1800",25,Black / Silver,
cooler,Corsair, H110i GTX,922.11,51,2000,40,,280.0
cooler,Alphacool, Eisbaer Aurora 280,784.97,26,"600,1500",,Black,280.0
cooler,ARCTIC, Freezer 11 LP,164.22,5,"900,2000",,,
cooler,Zalman, CNPS9500 AT,129.95,24,"1300,2650","18,27.5",,
cooler,ARCTIC, Alpine AM4 CO,108.28,10,"100,2700",,Black,
cooler,Thermaltake, CLP0556-B,86.57,5,"1900,2300",22,,
cooler,Thermaltake, TOUGHAIR 710,343.13,8,"300,1400","18.5,23.9",Gray,
cooler,Corsair, H110,1075.8,19,1500,35,,280.0
cooler,Silverstone, AR06,190.61,0,2500,"20,28.3",,
cooler,Thermaltake, Floe Riing RGB 240 TT Premium Edition,496.13,7,"500,1400","19.8,24.7",,240.0
cooler,Iceberg, Thermal IceSLEET X6,138.61,31,"500,1850","0,36",Teal / Silver,
cooler,Thermaltake, Riing Silent 12 RGB Sync Edition,281.73,33,"300,1500","13,22",Black,
cooler,Thermaltake, Riing Silent 12 Red,167.64,37,"300,1400","13,18",,
cooler,Cooler Master, DK9-7G52A-0L-GP,138.57,4,4500,35,,
cooler,Thermaltake, Floe Riing RGB 360 TR4 Edition,695.06,11,"1000,2000","21.8,33",Black,360.0
cooler,Alphacool, Eisbaer Pro Aurora,835.19,30,,31.5,Black,240.0
cooler,Alphacool, Eisbaer 280,641.07,12,1100,29.4,Black / Blue,280.0
cooler,Cooler Master, MasterAir MA620P,483.13,37,"600,1800",31,Black / Silver,
cooler,Silverstone, AR08,173.28,12,"1500,2800","14.1,27.7",Blue / Silver,
cooler,Thermaltake, CL-P0187,249.1,43,4800,36,,
cooler,Cougar, Helor 240,537.29,46,"600,1800",37.1,Black,240.0
cooler,GAMDIAS, BOREAS M1,160.28,26,"800,2600","10,32",Black / Silver,
cooler,Alphacool, Eisbaer 240,637.9,2,"550,1700",29,Black,240.0
cooler,In Win, SR24 PRO,281.56,38,"500,2500",23,Black,240.0
cooler,Scythe, KOTETSU Mark II TUF,297.33,48,"300,1200","4,24.9",Black / Yellow,
cooler,Silverstone, IceGem 240P,805.24,8,"600,2200","7.3,36.6",Black,240.0
cooler,Silverstone, IceGem 360,1133.64,27,"600,2200","7.3,36.6",Black,360.0
cooler,Scythe, Kotetsu Mark II,384.77,46,"300,1200","4,24.9",,
cooler,Thermaltake, Floe DX RGB 280 TT Premium Edition,635.22,40,"500,1400","19.8,26.2",Black / Gray,280.0
cooler,Thermaltake, Floe DX RGB TT Premium Edition B,500.89,8,"500,1500","19,23.9",Black,240.0
cooler,Thermaltake, TOUGHLIQUID Ultra RGB,996.55,51,"500,2000",30.7,Black,280.0
cooler,Silverstone, NT07-AM2,92.81,10,"1500,2500","15,25",,
cooler,Zalman, CNPS16X,129.95,3,"800,1500",27,White,
cooler,Cooler Master, Hyper 212 Plus,342.31,45,"600,2000","13,32",,
cooler,Silverstone, AR05,181.94,57,2500,"20,28.3",,
cooler,Thermaltake, TOUGHLIQUID ARGB,619.62,52,"500,2000",33.2,Black,280.0
cooler,TEAMGROUP, SIREN GD240E,459.25,59,"600,2200","14.3,35.6",Black,240.0
cooler,EVGA, ACX mITX,159.19,48,"800,2800",33.4,,
cooler,Zalman, CNPS17X,151.61,34,"800,1500",29,Black / Silver,
cooler,Silverstone, IceGem 280,655.93,14,"600,1600","9.8,23.4",Black,280.0
cooler,RAIJINTEK, MYA RBW,129.95,45,"200,1400",28.43,Black,
cooler,RAIJINTEK, DELOS RBW,173.28,10,"650,2000",22.95,Black,
cooler,Enermax, Liqtech TR4 II 240,731.28,44,"500,2300","14,28",Black,240.0
cooler,RAIJINTEK, EOS 240 RBW,259.94,37,"800,1800",28,Black,240.0
cooler,RAIJINTEK, THEMIS BLACK,117.86,56,"1000,1500",24.53,Black / Silver,
cooler,Enermax, ETS-T40F-W,604.84,50,2200,27,,
cooler,Thermalright, Macho Direct,202.44,20,"300,1300","15,21",,
cooler,RAIJINTEK, Orcus 360 RGW,346.6,14,"400,1800",28,Black,360.0
cooler,Cooler Master, CHD-00008-01-GP,108.28,36,2200,22,,
cooler,Zalman, CNPS20X,129.95,54,"800,1500",29,Black / Silver,
cooler,Cougar, FORZA 85 ESSENTIAL,310.98,36,"600,2000",34.5,Black,
cooler,In Win, Nebula NR36,581.92,49,"400,1800",25,Black / White,360.0
cooler,Enermax, ETS-T40-TB,337.06,8,"800,1800","10,21",,
cooler,Silverstone, NT07-115X,117.25,31,"1200,3400","18,26",,
cooler,Cooler Master, DK9-7E52A-0L-GP,186.28,1,3200,25.17,,
cooler,Silverstone, Argon AR10-115XS,177.61,22,"500,4000","18.07,39.03",,
cooler,Thermalright, SilverArrow T8,349.89,52,"600,1800","19,25",Silver / Red,
cooler,ARCTIC, Freezer i32,290.31,45,,,,
cooler,Silverstone, HE01-V2,437.59,27,"500,2000","18,41",Silver / Black,
cooler,RAIJINTEK, Orcus 280 RGW,324.93,17,"400,1800",28,Black,280.0
cooler,FSP, Group Windale 4,86.62,30,"600,1600",32,Black / Silver,
cooler,Thermaltake, CLP0552,108.28,7,"800,1700",22,,
cooler,Antec, KUHLER H2O 950,281.64,1,,,,120.0
cooler,Silverstone, NT06-PRO-V2,332.25,10,"1000,2200",,Silver / Black,
cooler,In Win, SR36 PRO,670.01,5,"500,2500",23,Black,360.0
cooler,In Win, SR24,545.31,24,"500,2500",23,Black,240.0
cooler,Thermaltake, CLP0587,324.89,33,"1200,1800",39,,
cooler,RAIJINTEK, PALLAS Red,174.19,39,"650,1400",28,,
cooler,Silverstone, AR11,220.94,19,"1200,3000","19.3,44.5",Black / Silver,
cooler,Enermax, AQUAFUSION ADV,281.6,43,"500,2000","17,32.6",White,120.0
cooler,Cooler Master, RR-LEE-L911-GP,145.16,38,2200,17,,
cooler,RAIJINTEK, THEMIS Evo,208.76,52,"1000,1500",24.53,,
cooler,In Win, BR24,476.63,34,"400,1800",35.5,Black / White,240.0
cooler,RAIJINTEK, Orcus 240 RGW,303.27,27,"400,1800",28,Black,240.0
cooler,Iceberg, Thermal IceSLEET G4 OC,129.95,33,"600,1400",22.5,Teal / Silver,
cooler,Silverstone, Argon AR10-115XP,216.61,38,"500,4000","18.07,39.03",,
cooler,Thermaltake, Frio Silent 14,194.47,17,"700,1200","12,19.3",,
cooler,In Win, BR36,558.52,32,"400,1800",35.5,Black / White,360.0
cooler,Silverstone, Argon AR09-115XP,155.94,8,"1200,5000","18.02,42.5",,
cooler,ARCTIC, Freezer 33 CO,233.98,33,,22.5,,
cooler,Thermaltake, A4021,207.94,39,2200,18,,
cooler,Thermaltake, CL-P0401,303.22,13,"1300,2000","16,24",,
cooler,Silverstone, NT08-115X,164.61,48,"1200,3500","21.56,62.88",,
cooler,GAMDIAS, CHIONE M1,717.07,40,"600,1200",,Black,280.0
cooler,Silverstone, Argon AR09-115XS,210.76,30,"1200,5000","18.02,42.5",,
