item_type,brand,name,price,quantity,socket,form_factor,max_memory,memory_slots,color
mobo,Gigabyte, Z790 AORUS ELITE AX-W,1586.18,33,LGA1700,ATX,192,4,Silver / Black
mobo,Gigabyte, GA-Z97X-UD5H,1761.32,27,LGA1150,ATX,32,4,Black / Gold
mobo,ASRock, Z370 Extreme4,4048.02,27,LGA1151,ATX,64,4,Black / Silver
mobo,ASRock, B550 Extreme4,682.06,34,AM4,ATX,128,4,Blue / Black
mobo,Gigabyte, Z690 AERO G DDR4,1046.2,26,LGA1700,ATX,128,4,Black / Silver
mobo,Gigabyte, Z390 AORUS PRO,1604.29,9,LGA1151,ATX,128,4,Black / Silver
mobo,Supermicro, C9Z390-PGW,3418.69,34,LGA1151,ATX,128,4,Black
mobo,Asus, PRO Q570M-C/CSM,714.9,5,LGA1200,Micro ATX,128,4,Green / Black
mobo,Gigabyte, A520M DS3H,523.86,8,AM4,Micro ATX,128,4,Black
mobo,Asus, ROG STRIX Z590-I GAMING WIFI,1945.52,58,LGA1200,Mini ITX,64,2,Black
mobo,Supermicro, X11SCL-LN4F,1314.55,9,LGA1151,Micro ATX,128,4,Green
mobo,Gigabyte, Z790 AORUS ELITE DDR4,1116.83,8,LGA1700,ATX,128,4,Black
mobo,Gigabyte, Z490 AORUS ELITE AC,1516.51,18,LGA1200,ATX,128,4,Black / Silver
mobo,Asus, TUF GAMING B760M-E D4,773.35,51,LGA1700,Micro ATX,128,4,Black / Orange
mobo,Biostar, B550MH,605.15,18,AM4,Micro ATX,64,2,Black
mobo,Gigabyte, H610M H,483.78,56,LGA1700,Micro ATX,64,2,Brown / Silver
mobo,Asus, PRIME H570M-PLUS/CSM,866.56,7,LGA1200,Micro ATX,128,4,Black / Silver
mobo,Gigabyte, Z490 VISION G,1863.15,58,LGA1200,ATX,128,4,White / Black
mobo,ASRock, B760I Lightning WiFi,736.57,12,LGA1700,Mini ITX,96,2,Black
mobo,Asus, PRIME B650M-A-CSM,701.12,51,AM5,Micro ATX,128,4,Silver / Black
mobo,Gigabyte, B660 GAMING X AX DDR4,756.67,13,LGA1700,ATX,128,4,Black
mobo,Asus, TUF GAMING H670-PRO WIFI D4,866.56,22,LGA1700,ATX,128,4,Gray / Black
mobo,Asus, Pro B650M-CT-CSM,649.91,43,AM5,Micro ATX,192,4,Green / Black
mobo,Asus, TUF GAMING B760M-PLUS,899.57,2,LGA1700,Micro ATX,192,4,Black / Orange
mobo,ASRock, B550 Taichi,1307.14,8,AM4,ATX,128,4,Gold / Black
mobo,Asus, Pro B760M-CT-CSM,563.25,2,LGA1700,Micro ATX,192,4,Green / Black
mobo,Asus, ROG STRIX Z390-H GAMING,1473.18,50,LGA1151,ATX,128,4,Black / Red
mobo,NZXT, N5 Z690,1039.88,53,LGA1700,ATX,128,4,Black
mobo,Gigabyte, Z590 AORUS ULTRA,1685.54,1,LGA1200,ATX,128,4,Black
mobo,MSI, MAG B660M BAZOOKA DDR4,986.19,8,LGA1700,Micro ATX,128,4,Green / Black
mobo,Asus, STRIX X370-F GAMING,1770.77,18,AM4,ATX,64,4,Black
mobo,ASRock, H670 PG Riptide,649.91,24,LGA1700,ATX,128,4,Black
mobo,Gigabyte, Z690 UD DDR4,966.87,50,LGA1700,ATX,128,4,Black
mobo,ASRock, Z790I Lightning WiFi,1126.54,35,LGA1700,Mini ITX,96,2,Black
mobo,Gigabyte, Z490I AORUS ULTRA,2027.41,42,LGA1200,Mini ITX,64,2,Black / Silver
mobo,Gigabyte, A520M AORUS ELITE,433.26,50,AM4,Micro ATX,128,4,Black / Orange
mobo,Asus, ROG MAXIMUS XI FORMULA,2985.44,54,LGA1151,ATX,128,4,Black
mobo,Asus, ROG MAXIMUS X FORMULA,3080.76,58,LGA1151,ATX,128,4,Black
mobo,Gigabyte, H610M H DDR4,448.9,42,LGA1700,Micro ATX,64,2,Black / Gray
mobo,Gigabyte, Z590 AORUS MASTER,1949.81,17,LGA1200,ATX,128,4,Black
mobo,Asus, PRIME H410M-K,779.94,34,LGA1200,Micro ATX,64,2,Black
mobo,Gigabyte, H610M S2H DDR4,749.61,39,LGA1700,Micro ATX,64,2,Black / Gray
mobo,ASRock, B450M Pro4-F R2.0,688.95,18,AM4,Micro ATX,128,4,Black
mobo,Gigabyte, Z590 AORUS XTREME,3676.46,36,LGA1200,EATX,128,4,Black
mobo,ASRock, H670M Pro RS,606.58,26,LGA1700,Micro ATX,128,4,Gray / Black
mobo,Gigabyte, Z590 AORUS ELITE,1404.02,3,LGA1200,ATX,128,4,Black
mobo,Asus, PRO A520M-C II/CSM,394.87,24,AM4,Micro ATX,64,2,Green / Black
mobo,Asus, ROG MAXIMUS XII FORMULA,2833.78,54,LGA1200,ATX,128,4,Black
mobo,Biostar, Z690 VALKYRIE,3750.86,33,LGA1700,ATX,192,4,Black / Gray
mobo,Asus, PRIME H770-PLUS,1013.49,33,LGA1700,ATX,192,4,Silver / Black
mobo,ASRock, X299 Steel Legend,966.22,52,LGA2066,ATX,256,8,Silver / Black
mobo,MSI, Z270 SLI PLUS,1711.49,20,LGA1151,ATX,64,4,Black / Silver
mobo,Gigabyte, B360N GSM,779.9,35,LGA1151,Mini ITX,32,2,Black
mobo,ASRock, Z590M Pro4,1083.21,47,LGA1200,Micro ATX,128,4,Black / Silver
mobo,ASRock, Z270 Killer SLI/ac,1446.27,46,LGA1151,ATX,64,4,Black / White
mobo,ASRock, X399 Phantom Gaming 6,3977.69,22,sTR4,ATX,128,8,Black / Silver
mobo,Asus, PRIME A320M-A,519.92,31,AM4,Micro ATX,64,4,Black / Gray
mobo,Asus, Pro B560M-CT/CSM,862.27,2,LGA1200,Micro ATX,128,4,Green
mobo,Gigabyte, B660 DS3H DDR4,881.07,27,LGA1700,ATX,128,4,Black
mobo,Asus, PRIME H610M-D D4,502.45,7,LGA1700,Micro ATX,64,2,Silver / Black
mobo,ASRock, Z590 Phantom Gaming-ITX/TB4,1512.22,27,LGA1200,Mini ITX,64,2,Black / Red
mobo,Gigabyte, Z590 AORUS PRO AX,1325.85,30,LGA1200,ATX,128,4,Black
mobo,MSI, Z370 SLI PLUS,1653.0,19,LGA1151,ATX,64,4,Black / Gray
mobo,MSI, MEG Z390 ACE,2599.8,34,LGA1151,ATX,128,4,Black / Silver
mobo,Asus, TUF GAMING B660M-PLUS D4,1315.8,20,LGA1700,Micro ATX,128,4,Orange / Black
mobo,Asus, TUF Z390-PRO GAMING,1542.5,8,LGA1151,ATX,128,4,Black / Gold
mobo,ASRock, H670 Steel Legend,719.23,55,LGA1700,ATX,128,4,Silver / Gray
mobo,Asus, Pro B660M-C D4-CSM,563.25,4,LGA1700,Micro ATX,128,4,Green / Black
mobo,Gigabyte, X299 UD4 Pro,1689.83,24,LGA2066,ATX,128,8,Black
mobo,ASRock, Z390 Extreme4,866.56,22,LGA1151,ATX,128,4,Black
mobo,Gigabyte, B660 AORUS Master DDR4,1356.75,11,LGA1700,ATX,128,4,Black
mobo,ASRock, H310M-HDV/M.2,866.56,36,LGA1151,Micro ATX,32,2,Black / Silver
mobo,Gigabyte, Z590I AORUS ULTRA,2205.5,39,LGA1200,Mini ITX,64,2,Black
mobo,Asus, PRIME H670-PLUS D4,1069.77,28,LGA1700,ATX,128,4,Silver / Black
mobo,Gigabyte, B560 AORUS PRO AX,1277.76,24,LGA1200,ATX,128,4,Black
mobo,Asus, WS C246M PRO,1388.73,54,LGA1151,Micro ATX,128,4,Black
mobo,Supermicro, X10SL7-F,1069.25,24,LGA1150,Micro ATX,32,4,Black / Green
mobo,MSI, MAG B460 TORPEDO,1082.82,35,LGA1200,ATX,128,4,Black
mobo,Asus, WS X299 SAGE,2246.05,40,LGA2066,SSI CEB,128,8,Black
mobo,Gigabyte, Z490 AORUS ELITE,1420.83,1,LGA1200,ATX,128,4,Black / Silver
mobo,Gigabyte, Z690 AORUS ELITE DDR4,1083.21,17,LGA1700,ATX,128,4,Black / Silver
mobo,Asus, ROG Maximus XIII Extreme,2966.63,27,LGA1200,EATX,128,4,Silver / Black
mobo,Asus, Pro WS X570-ACE,2552.14,38,AM4,ATX,128,4,Black
mobo,Gigabyte, B760 AORUS ELITE,1159.08,28,LGA1700,ATX,192,4,Black
mobo,Asus, PRIME H510M-A/CSM,716.46,55,LGA1200,Micro ATX,64,2,Black / Silver
mobo,Asus, PRIME A320M-E,896.93,7,AM4,Micro ATX,64,2,Black / Silver
mobo,MSI, PRO B760M-G DDR4,775.65,15,LGA1700,Micro ATX,64,2,Black
mobo,Supermicro, C9X299-PGF,3856.33,33,LGA2066,ATX,128,8,Black
mobo,Supermicro, C7X99-OCE-O,3033.1,1,LGA2011-3,ATX,128,8,Black / Blue
mobo,MSI, Z270 GAMING M5,2086.3,27,LGA1151,ATX,64,4,Black / Silver
mobo,MSI, Z270I GAMING PRO CARBON AC,1733.2,58,LGA1151,Mini ITX,32,2,Black / Silver
mobo,Asus, Pro Q670M-C-CSM,733.1,3,LGA1700,Micro ATX,128,4,Green / Black
mobo,Asus, TUF GAMING B660M-E D4,963.18,1,LGA1700,Micro ATX,128,4,Black / Orange
mobo,Asus, PRIME A620M-E-CSM,617.15,14,AM5,Micro ATX,96,2,Black / Silver
mobo,MSI, MEG Z490 ACE,1728.87,13,LGA1200,ATX,128,4,Black / Gold
mobo,ASRock, X299 WSI/IPMI,1603.17,19,LGA2066,Mini ITX,64,4,Black / Silver
mobo,Asus, PRO H610M-CT D4-CSM,428.92,1,LGA1700,Micro ATX,64,2,Green / Black
mobo,Gigabyte, Z370 AORUS GAMING WIFI (rev. 1.0),1631.33,31,LGA1151,ATX,64,4,Black / Red
mobo,Gigabyte, B660 AORUS Master,1740.09,16,LGA1700,ATX,192,4,Black
mobo,Gigabyte, Z490 AORUS MASTER,1737.1,32,LGA1200,ATX,128,4,Black / Silver
mobo,Gigabyte, B760 AORUS MASTER DDR4,1206.83,38,LGA1700,ATX,128,4,Black
mobo,MSI, MEG Z590 GODLIKE,3379.7,47,LGA1200,EATX,128,4,Black / Silver
mobo,MSI, Z270 SLI,1083.21,18,LGA1151,ATX,64,4,Black / Silver
mobo,Gigabyte, Q670M D3H,779.9,16,LGA1700,Micro ATX,128,4,Brown / Gray
mobo,Asus, PRIME H410M-A/CSM,563.25,46,LGA1200,Micro ATX,64,2,Black
mobo,Gigabyte, H510M S2H,758.28,17,LGA1200,Micro ATX,64,2,Brown / Gray
mobo,Supermicro, MBD-X11SSV-Q-O,1360.61,8,LGA1151,Mini ITX,32,2,Green
mobo,Supermicro, MBD-X11SCV-Q-O,1481.89,57,LGA1151,Mini ITX,64,2,Green / Black
mobo,ASRock, X370 Killer SLI,953.22,4,AM4,ATX,64,4,Black / White
mobo,Gigabyte, X299 DESIGNARE EX,3332.08,24,LGA2066,ATX,128,8,Black / Silver
mobo,Gigabyte, Z490 AORUS PRO AX,1949.81,59,LGA1200,ATX,128,4,Black / Silver
mobo,Supermicro, C9X299-PG300F,3033.06,16,LGA2066,ATX,256,8,Black
mobo,MSI, PRO-B660M-B-DDR4,1169.91,26,LGA1700,Micro ATX,64,2,Black / Silver
mobo,ASRock, Fatal1ty Z170 Gaming K4,1516.51,16,LGA1151,ATX,64,4,Black / Red
mobo,Supermicro, MBD-X11SSL-F-O,1419.4,28,LGA1151,Micro ATX,64,4,Black / Green
mobo,Supermicro, X9SRA,2583.81,4,LGA2011,ATX,64,8,Black / Green
mobo,Gigabyte, Z490 AORUS ULTRA,1871.81,38,LGA1200,ATX,128,4,Black / Silver
mobo,Asus, ROG Maximus XIII Apex,2816.41,6,LGA1200,ATX,64,2,Black
mobo,Gigabyte, GA-X58A-UD7,2231.5,54,LGA1366,ATX,24,6,Blue / White
mobo,Asus, Pro A620M-C-CSM,671.14,35,AM5,Micro ATX,96,2,Green / Black
mobo,Asus, Crosshair IV Extreme,2209.61,23,AM3,EATX,16,4,Black / Red
mobo,Biostar, A620MT,559.52,15,AM5,Micro ATX,96,2,Black
mobo,Gigabyte, Z490 GAMING X AX,1373.56,54,LGA1200,ATX,128,4,Brown / Black
mobo,Intel, D525MW,660.83,34,Integrated Atom D525,Mini ITX,4,2,Green / Black
mobo,ASRock, Fatal1ty Z370 Gaming K6,1871.81,59,LGA1151,ATX,64,4,Black / Silver
mobo,Asus, WS X299 PRO/SE,2232.88,31,LGA2066,SSI CEB,128,8,Black / Silver
mobo,ASRock, C246M WS,1399.6,40,LGA1151,Micro ATX,64,4,Green / Blue
mobo,Supermicro, C9Z390-CGW,2891.8,29,LGA1151,ATX,128,4,Black / Silver
mobo,Supermicro, X10SLM-F-O,1499.17,23,LGA1150,Micro ATX,32,4,Black / Green
mobo,Gigabyte, Z490 AORUS XTREME,3188.65,8,LGA1200,EATX,128,4,Black / Silver
mobo,Supermicro, C7Z87-OCE,2236.22,2,LGA1150,ATX,32,4,Black / Blue
mobo,Asus, WS X299 PRO,3228.6,48,LGA2066,ATX,128,8,Black / Silver
mobo,Supermicro, MBD-X11SAE-F-O,2145.48,46,LGA1151,ATX,64,4,Black / Green
mobo,Supermicro, A1SRI-2758F-O,2118.84,40,Integrated Atom C2358,Mini ITX,64,4,Black / Green
mobo,Gigabyte, Z590 AORUS TACHYON,2145.48,33,LGA1200,EATX,64,2,Black
mobo,Supermicro, MBD-X11SSH-LN4F,1710.06,28,LGA1151,Micro ATX,64,4,Green / Black
mobo,ASRock, X470 Master SLI,2527.57,46,AM4,ATX,64,4,Black
mobo,ASRock, Z270 Killer SLI,1446.27,43,LGA1151,ATX,64,4,Black / White
mobo,Supermicro, X9SRH-7TF,3444.69,56,LGA2011,ATX,64,8,Green / Blue
mobo,Supermicro, C9Z390-CG-IW,2558.64,1,LGA1151,Mini ITX,64,2,Black
mobo,Supermicro, C7Z170-OCE,2323.53,6,LGA1151,ATX,64,4,Black / Green
mobo,EVGA, Z590 DARK,3462.07,46,LGA1200,EATX,64,2,Black
mobo,Supermicro, MBD-X11SBA-LN4F-O,1395.44,35,Integrated Pentium N3700,Mini ITX,8,2,Green
