item_type,brand,name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
ram,Kingston, KVR16LSE11/8 8 GB,216.61,"3,1600","1,8",6.249,Green,13.75,11.0
ram,Kingston, KVR16LE11S8/4I 4 GB,125.61,"3,1600","1,4",7.247,Green,13.75,11.0
ram,Mushkin, Essentials 8 GB,160.28,"4,2133","2,4",4.624,Black / Green,14.065,15.0
ram,G.Skill, Ripjaws 8 GB,108.2,"4,2133","2,4",3.121,Black / Blue,14.065,15.0
ram,G.Skill, Trident Z 16 GB,355.31,"4,3600","2,8",5.125,Red / Silver,9.444,17.0
ram,G.Skill, Ripjaws V 32 GB,6175.3,"4,3200","2,16",44.537,Red,9.375,15.0
ram,Crucial, CT2KIT25664BA160BJ 4 GB,151.61,"3,1600","2,2",8.748,Black / Green,13.75,11.0
ram,Crucial, CT2K51264BF186DJ 8 GB,281.56,"3,1866","2,4",8.123,Black / Green,13.934,13.0
ram,Kingston, Predator 16 GB,525.94,"4,3333","2,8",7.586,Black / Silver,9.601,16.0
ram,Kingston, ValueRAM 4 GB,240.65,"4,2400","1,4",13.885,,14.167,17.0
ram,G.Skill, Sniper X 16 GB,1569.63,"4,3200","2,8",22.641,Black / Camo,10.0,16.0
ram,Crucial, CT2K8G3ERSLS4160B 16 GB,1027.22,"3,1600","2,8",14.817,Green / Black,13.75,11.0
ram,G.Skill, Trident Z Royal 16 GB,732.28,"4,4266","2,8",10.562,Gold,8.908,19.0
ram,G.Skill, Trident Z Royal 16 GB,402.62,"4,3600","2,8",5.808,Gold,10.0,18.0
ram,Corsair, Dominator Platinum RGB 16 GB,346.55,"4,3200","2,8",4.999,Black,10.0,16.0
ram,G.Skill, Trident Z Royal 16 GB,592.71,"4,4000","2,8",8.549,Gold,8.5,17.0
ram,G.Skill, Trident Z Neo 16 GB,259.94,"4,3000","2,8",3.749,Silver / Black,10.667,16.0
ram,Thermaltake, TOUGHRAM 16 GB,628.2,"4,3200","2,8",9.061,White / Silver,10.0,16.0
ram,Thermaltake, TOUGHRAM RGB 16 GB,716.63,"4,4400","2,8",10.337,Black / Silver,8.636,19.0
ram,G.Skill, Trident Z5 32 GB,538.46,"5,5600","2,16",3.883,Black,14.286,40.0
ram,Kingston, FURY Renegade 8 GB,216.61,"4,3200","1,8",6.249,Black,10.0,16.0
ram,Kingston, Fury Renegade RGB 32 GB,449.85,"4,3200","1,32",3.244,Black / Silver,10.0,16.0
ram,Kingston, FURY Renegade 32 GB,428.92,"4,2666","1,32",3.093,Black,11.253,15.0
ram,Kingston, FURY Renegade 32 GB,433.26,"4,3200","1,32",3.125,Black,10.0,16.0
ram,Kingston, Server Premier 32 GB,518.96,"4,3200","1,32",3.743,,13.75,22.0
ram,Mushkin, Redline Lumina 16 GB,389.93,"4,3200","2,8",5.624,Black,8.75,14.0
ram,Mushkin, Redline 16 GB,368.26,"4,4133","2,8",5.312,White,9.194,19.0
ram,Mushkin, Redline Lumina 16 GB,322.94,"4,4133","2,8",4.658,Black,9.194,19.0
ram,Mushkin, Proline 16 GB,239.7,"4,3200","1,16",3.458,,13.75,22.0
ram,Mushkin, Proline 32 GB,360.12,"4,2933","1,32",2.597,,15.002,22.0
ram,G.Skill, F4-3600C16Q2-64GTZSW 64 GB,1527.64,"4,3600","8,8",5.509,Gray / White,8.889,16.0
ram,Silicon, Power SP004GBLFU213N02 4 GB,231.9,"4,2133","1,4",13.38,,14.065,15.0
ram,Thermaltake, TOUGHRAM XG RGB 16 GB,719.23,"4,3600","2,8",10.374,Black / Silver,10.0,18.0
ram,Thermaltake, TOUGHRAM XG RGB 32 GB,1343.19,"4,4000","2,16",9.687,Black / Silver,9.5,19.0
ram,Thermaltake, TOUGHRAM XG RGB 16 GB,651.73,"4,4000","2,8",9.401,Black / Silver,9.5,19.0
ram,Crucial, CT4G4DFS6266 4 GB,125.61,"4,2666","1,4",7.247,Green,14.254,19.0
ram,Mushkin, Redline Lumina 32 GB,498.25,"5,6000","2,16",3.593,Black,12.0,36.0
ram,TEAMGROUP, T-Create Master 64 GB,2166.46,"5,6400","4,16",7.812,Black,10.0,32.0
ram,Kingston, FURY Renegade Pro 64 GB,2036.47,"5,6800","4,16",7.344,Black,14.118,48.0
ram,Kingston, FURY Renegade Pro 256 GB,5199.6,"5,5600","8,32",4.688,Black,12.857,36.0
ram,V-Color, TRA524G64S832O 192 GB,7279.4,"5,6400","8,24",8.75,Black,10.0,32.0
ram,V-Color, TRA532G68D834O 256 GB,11785.72,"5,6800","8,32",10.625,Black,10.0,34.0
ram,G.Skill, Ripjaws 32 GB,433.26,"4,3200","2,16",3.125,Blue / Black,11.25,18.0
ram,Kingston, KCP424SD8/16 16 GB,134.45,"4,2400","1,16",1.939,Green / Black,14.167,17.0
ram,Corsair, Vengeance Performance 8 GB,151.57,"4,2666","1,8",4.372,Black / Yellow,13.503,18.0
ram,Patriot, Viper Steel 16 GB,142.95,"4,2666","1,16",2.062,Silver / Black,13.503,18.0
ram,G.Skill, Trident Z Neo 16 GB,777.21,"4,4000","2,8",11.211,Black / White,8.0,16.0
ram,VisionTek, 900848 16 GB,539.03,"3,1600","1,16",7.775,Green / Black,13.75,11.0
ram,G.Skill, Ripjaws 16 GB,251.27,"4,3200","2,8",3.624,Black / Blue,11.25,18.0
ram,Kingston, FURY Impact 64 GB,685.96,"4,2666","2,32",2.474,Black,12.003,16.0
ram,Mushkin, Redline 64 GB,537.51,"4,3200","2,32",1.938,,13.75,22.0
ram,Crucial, CT2KIT51264BF160BJ 8 GB,233.94,"3,1600","2,4",6.749,Black / Green,13.75,11.0
ram,G.Skill, Trident Z Royal 16 GB,606.58,"4,3600","2,8",8.749,Gold,7.778,14.0
ram,G.Skill, Trident Z Royal 32 GB,2295.88,"4,4000","4,8",16.558,Silver,7.5,15.0
ram,G.Skill, F3-12800CL9D-4GBNQ 4 GB,246.98,"3,1600","2,2",14.25,Red / Silver,11.25,9.0
ram,Corsair, Vengeance 8 GB,173.28,"3,1600","1,8",4.999,Black / Silver,11.25,9.0
ram,G.Skill, Trident Z 32 GB,679.72,"4,3600","4,8",4.902,Red / Silver,9.444,17.0
ram,G.Skill, FORTIS 32 GB,498.3,"4,2400","4,8",3.594,Black / Red,13.333,16.0
ram,Crucial, CT16G4WFD824A 16 GB,368.26,"4,2400","1,16",5.312,Green,14.167,17.0
ram,Patriot, Signature Line 8 GB,77.91,"4,2133","1,8",2.248,Green,14.065,15.0
ram,Thermaltake, TOUGHRAM 16 GB,866.56,"4,4400","2,8",12.499,White / Silver,8.636,19.0
ram,Corsair, Dominator Platinum RGB 16 GB,346.55,"4,3200","2,8",4.999,White,10.0,16.0
ram,V-Color, TRA532G56S436O 256 GB,5585.19,"5,5600","8,32",5.035,Black,12.857,36.0
ram,Corsair, VS1GSDS533D2 1 GB,86.57,"2,533","1,1",19.98,Green,15.009,4.0
ram,Mushkin, Essentials 4 GB,120.76,"2,800","2,2",6.968,Green,12.5,5.0
ram,Mushkin, 996647 8 GB,92.34,"3,1333","2,4",2.664,Green,13.503,9.0
ram,Kingston, KVR13N9S8K2/8 8 GB,194.94,"3,1333","2,4",5.624,Green,13.503,9.0
ram,Mushkin, 992082 32 GB,428.71,"3,1333","1,32",3.092,Silver,13.503,9.0
ram,Samsung, M393A1G43DB0-CPB0 8 GB,71.41,"4,2133","1,8",2.06,Black / Green,14.065,15.0
ram,Kingston, ValueRAM 16 GB,431.13,"4,2400","1,16",6.219,Green,14.167,17.0
ram,Mushkin, Essentials 16 GB,159.63,"4,2400","2,8",2.303,Green / Black,14.167,17.0
ram,Kingston, KTH-PL426/16G 16 GB,267.78,"4,2666","1,16",3.862,Green / Black,14.254,19.0
ram,G.Skill, Ripjaws V 64 GB,1252.24,"4,3600","4,16",4.516,Red / Black,10.556,19.0
ram,Corsair, Dominator Platinum RGB 64 GB,1104.87,"4,3600","4,16",3.984,Black,10.0,18.0
ram,Kingston, KSM24ED8/16ME 16 GB,472.3,"4,2400","1,16",6.812,Green / Black,14.167,17.0
ram,Kingston, ValueRAM 32 GB,353.05,"4,2666","1,32",2.546,Green,14.254,19.0
ram,Kingston, Server Premier 16 GB,227.4,"4,3200","1,16",3.28,,13.75,22.0
ram,Kingston, ValueRAM 8 GB,108.32,"4,3200","1,8",3.125,,13.75,22.0
ram,Kingston, ValueRAM 32 GB,332.69,"4,3200","1,32",2.399,,13.75,22.0
ram,Kingston, ValueRAM 8 GB,105.08,"4,2666","1,8",3.031,,14.254,19.0
ram,Mushkin, Redline Lumina 64 GB,882.03,"4,3200","2,32",3.181,White,10.0,16.0
ram,Mushkin, Redline Lumina 16 GB,268.21,"4,3600","2,8",3.869,Black,10.0,18.0
ram,G.Skill, F4-4000C18Q-32GTZ 32 GB,852.34,"4,4000","4,8",6.147,Gray / Red,9.0,18.0
ram,Corsair, Dominator Platinum RGB 16 GB,346.55,"4,3200","2,8",4.999,White,10.0,16.0
ram,Thermaltake, TOUGHRAM XG RGB 16 GB,1000.84,"4,4600","2,8",14.436,Black / Silver,8.261,19.0
ram,V-Color, TRA532G60S432Q 128 GB,2816.41,"5,6000","4,32",5.078,White,10.667,32.0
ram,Kingston, FURY Renegade Pro 32 GB,680.24,"5,5600","1,32",4.906,Black,12.857,36.0
ram,Kingston, FURY Renegade Pro 64 GB,1473.18,"5,5600","4,16",5.312,Black,12.857,36.0
ram,Kingston, ValueRAM 2 GB,194.98,"2,800","2,1",22.5,Green,15.0,6.0
ram,OCZ, Value 1 GB,151.44,"2,667","1,1",34.95,Green,14.993,5.0
ram,G.Skill, ECO 4 GB,129.95,"3,1600","2,2",7.497,Silver,11.25,9.0
ram,G.Skill, Ripjaws X 4 GB,216.56,"3,1333","2,2",12.495,Black / Red,13.503,9.0
ram,Kingston, KVR1333D3/2GR 2 GB,95.76,"3,1333","1,2",11.05,Green,13.503,9.0
ram,Kingston, KHX1600C9S3K2/4GX 4 GB,177.61,"3,1600","2,2",10.248,Blue / Silver,11.25,9.0
ram,Mushkin, Essentials 4 GB,106.72,"3,1066","2,2",6.157,Green,13.133,7.0
ram,G.Skill, Ripjaws X 16 GB,722.96,"3,1600","4,4",10.428,Black / Blue,11.25,9.0
ram,Crucial, CT2KIT102464BF1339 16 GB,303.22,"3,1333","2,8",4.374,Green,13.503,9.0
ram,G.Skill, Ripjaws Z 32 GB,517.36,"3,1600","8,4",3.731,Black / Red,11.25,9.0
ram,G.Skill, F3-10666CL9D-16GBSQ 16 GB,137.88,"3,1333","2,8",1.989,Green,13.503,9.0
ram,Crucial, CT2KIT51264BA160B 8 GB,135.19,"3,1600","2,4",3.9,Green,13.75,11.0
ram,Kingston, KVR16S11K2/16 16 GB,380.91,"3,1600","2,8",5.494,Green,13.75,11.0
ram,Transcend, TS512MSK64V3N 4 GB,181.73,"3,1333","1,4",10.485,,13.503,9.0
ram,G.Skill, Ripjaws 32 GB,415.62,"4,2666","4,8",2.998,Red,11.253,15.0
ram,Kingston, KTL-TS421/8G 8 GB,212.27,"4,2133","1,8",6.124,Green,14.065,15.0
ram,Kingston, KVR16R11D4K4/32 32 GB,515.58,"3,1600","4,8",3.718,Green,13.75,11.0
ram,Kingston, KVR16LR11D4K4/64 64 GB,1728.87,"3,1600","4,16",6.234,Blue,13.75,11.0
ram,Kingston, KVR16LR11D4/16HA 16 GB,142.95,"3,1600","1,16",2.062,Green,13.75,11.0
ram,Kingston, KVR1333D3E9SK2/16G 16 GB,558.44,"3,1333","2,8",8.055,Green,13.503,9.0
ram,Kingston, KVR16E11/8 8 GB,144.25,"3,1600","1,8",4.161,Green,13.75,11.0
ram,Kingston, KVR16LE11/8I 8 GB,298.89,"3,1600","1,8",8.623,Green,13.75,11.0
ram,Patriot, Viper 4 8 GB,248.32,"4,2800","2,4",7.164,Black / Red,11.429,16.0
ram,G.Skill, Trident Z 32 GB,6940.99,"4,3200","4,8",50.059,Red / Silver,10.0,16.0
ram,Crucial, CT102472BD160B 8 GB,151.61,"3,1600","1,8",4.374,Black / Green,13.75,11.0
ram,Kingston, KCP421NS8/4 4 GB,142.95,"4,2133","1,4",8.248,Black / Green,14.065,15.0
ram,Patriot, Viper 4 8 GB,331.26,"4,3600","2,4",9.556,Red / Black,9.444,17.0
ram,G.Skill, Trident Z 64 GB,3800.52,"4,3200","8,8",13.705,Black / Yellow,10.0,16.0
ram,G.Skill, Trident Z 16 GB,647.35,"4,3200","2,8",9.338,Black / White,9.375,15.0
ram,Crucial, CT16G4VFS4266 16 GB,368.26,"4,2666","1,16",5.312,Green / Black,14.254,19.0
ram,G.Skill, Trident Z 16 GB,558.96,"4,4000","2,8",8.062,Silver / White,9.0,18.0
ram,Kingston, KSM24RS8/8MEI 8 GB,208.94,"4,2400","1,8",6.027,Green / Black,14.167,17.0
ram,G.Skill, Trident Z Royal 32 GB,1858.86,"4,4000","2,16",13.406,Gold,9.5,19.0
ram,Thermaltake, TOUGHRAM 16 GB,606.58,"4,3600","2,8",8.749,Black / Silver,10.0,18.0
ram,Thermaltake, TOUGHRAM 16 GB,823.23,"4,4400","2,8",11.874,Black / Silver,8.636,19.0
ram,Thermaltake, TOUGHRAM RGB 16 GB,866.56,"4,4400","2,8",12.499,White / Silver,8.636,19.0
ram,G.Skill, Trident Z Royal 64 GB,2123.13,"4,3600","8,8",7.656,Silver,7.778,14.0
ram,PNY, Performance 8 GB,99.62,"4,2666","1,8",2.874,Black,14.254,19.0
ram,Patriot, Signature Line 64 GB,852.95,"4,3200","2,32",3.076,Black,13.75,22.0
ram,TEAMGROUP, T-Force Xtreem ARGB 16 GB,454.62,"4,3200","2,8",6.558,White,10.0,16.0
ram,G.Skill, Trident Z Royal 16 GB,3272.93,"4,3600","2,8",47.209,Gold,7.778,14.0
ram,Corsair, Dominator Platinum RGB 32 GB,758.23,"4,3600","4,8",5.468,Black,10.0,18.0
ram,GeIL, Orion AMD Edition 16 GB,173.28,"4,3600","2,8",2.499,Gray,10.0,18.0
ram,Kingston, Server Premier 16 GB,602.29,"4,3200","1,16",8.688,,13.75,22.0
ram,Kingston, Server Premier 32 GB,451.54,"4,2666","1,32",3.257,,14.254,19.0
ram,Kingston, Server Premier 8 GB,167.64,"4,3200","1,8",4.836,,13.75,22.0
ram,Kingston, ValueRAM 64 GB,898.01,"5,4800","2,32",3.238,,16.667,40.0
ram,TEAMGROUP, T-Create Expert 16 GB,772.05,"4,3600","2,8",11.136,Gray,7.778,14.0
ram,Mushkin, Redline Lumina 64 GB,1135.2,"4,3200","2,32",4.094,Black,8.75,14.0
ram,Mushkin, Redline 32 GB,659.4,"4,3200","2,16",4.756,Black,10.0,16.0
ram,Mushkin, Redline 16 GB,300.28,"4,2666","2,8",4.331,Red,12.003,16.0
ram,Mushkin, Silverline 4 GB,140.65,"4,2133","1,4",8.115,Silver,14.065,15.0
ram,G.Skill, F4-3600C17Q-64GTZ 64 GB,1084.16,"4,3600","4,16",3.91,Gray / Red,9.444,17.0
ram,VisionTek, 901351 32 GB,617.06,"4,3200","1,32",4.45,Black,13.75,22.0
ram,Kingston, KTD-PE426D8/16G 16 GB,278.79,"4,2666","1,16",4.021,Green,14.254,19.0
ram,Kingston, FURY Renegade Pro 16 GB,459.25,"5,6400","1,16",6.624,Black,10.0,32.0
ram,Kingston, FURY Renegade Pro 256 GB,5971.18,"5,5600","8,32",5.383,Black,10.0,28.0
ram,V-Color, TRA516G56S836O 128 GB,3492.35,"5,5600","8,16",6.297,Black,12.857,36.0
ram,V-Color, TRA524G60S832O 192 GB,6586.12,"5,6000","8,24",7.917,Black,10.667,32.0
ram,Mushkin, Redline 32 GB,372.59,"4,3200","2,16",2.687,,13.75,22.0
ram,Kingston, KVR16R11D4/16HA 16 GB,172.97,"3,1600","1,16",2.495,Green,13.75,11.0
ram,Crucial, CT2K102464BF186D 16 GB,168.99,"3,1866","2,8",2.438,Black / Green,13.934,13.0
ram,Kingston, KVR1333D3E9SK2/8G 8 GB,124.79,"3,1333","2,4",3.6,Green,13.503,9.0
ram,Corsair, ValueSelect 16 GB,173.28,"4,2133","1,16",2.499,Black,14.065,15.0
ram,Kingston, FURY Beast 64 GB,729.16,"4,2666","4,16",2.629,Black,12.003,16.0
ram,Kingston, KVR16LS11/8 8 GB,116.95,"3,1600","1,8",3.374,Green,13.75,11.0
ram,Corsair, Mac Memory 8 GB,190.13,"3,1066","2,4",5.485,Black / Green,13.133,7.0
ram,Kingston, KVR21R15S4/8 8 GB,135.15,"4,2133","1,8",3.899,Black / Green,14.065,15.0
ram,G.Skill, Ripjaws 4 GB,68.33,"4,2400","1,4",3.942,Black,13.333,16.0
ram,G.Skill, Ripjaws 16 GB,312.06,"4,2666","1,16",4.501,Black,13.503,18.0
ram,Corsair, Vengeance Performance 8 GB,129.95,"4,2400","2,4",3.749,Black,13.333,16.0
ram,Kingston, KCP316NS8/4 4 GB,87.96,"3,1600","1,4",5.075,Black / Green,13.75,11.0
ram,G.Skill, Trident Z Royal 16 GB,700.73,"4,3600","2,8",10.107,Silver,7.778,14.0
ram,Kingston, Server Premier 32 GB,481.31,"4,3200","1,32",3.471,,13.75,22.0
ram,Kingston, ValueRAM 8 GB,111.27,"4,3200","1,8",3.21,,13.75,22.0
ram,Mushkin, Redline Lumina 32 GB,584.44,"4,3600","2,16",4.215,White,10.0,18.0
ram,G.Skill, Zeta R5 Neo 64 GB,2296.45,"5,6400","4,16",8.281,Black,10.0,32.0
ram,G.Skill, F3-12800CL9S-4GBSQ 4 GB,55.59,"3,1600","1,4",3.208,Green,11.25,9.0
ram,Mushkin, Essentials 16 GB,160.28,"3,1066","2,8",2.312,Green,13.133,7.0
ram,Kingston, ValueRAM 48 GB,342.22,"3,1600","3,16",1.645,Black / Green,13.75,11.0
ram,G.Skill, Ripjaws 4 GB,63.22,"4,2133","1,4",3.647,Black / Blue,14.065,15.0
ram,Corsair, Vengeance 8 GB,149.19,"4,2666","2,4",4.304,Black / Yellow,13.503,18.0
ram,Patriot, Signature Line 8 GB,77.91,"4,2400","1,8",2.248,Green / Black,14.167,17.0
ram,Corsair, Dominator Platinum RGB 32 GB,693.24,"4,3200","4,8",5.0,Black,10.0,16.0
ram,Kingston, Server Premier 8 GB,129.56,"4,2933","1,8",3.737,,14.32,21.0
ram,Kingston, ValueRAM 4 GB,88.26,"4,3200","1,4",5.093,,13.75,22.0
ram,Mushkin, Redline 32 GB,999.67,"4,3200","2,16",7.21,Red,10.0,16.0
ram,TEAMGROUP, T-Force Zeus 16 GB,151.61,"4,3200","2,8",2.187,Red / Black,13.75,22.0
ram,Kingston, FURY Impact 16 GB,197.5,"4,2666","1,16",2.849,Black,12.003,16.0
ram,Mushkin, Redline 32 GB,424.59,"5,5600","2,16",3.062,Black,16.429,46.0
ram,Kingston, FURY Impact 32 GB,467.92,"5,4800","1,32",3.375,Black,15.833,38.0
ram,G.Skill, Ripjaws 16 GB,779.72,"3,1600","4,4",11.247,Black / Red,11.25,9.0
ram,G.Skill, F3-8500CL7D-8GBSQ 8 GB,766.94,"3,1066","2,4",22.125,Green,13.133,7.0
ram,Mushkin, Essentials 4 GB,103.95,"3,1333","2,2",5.997,Green,13.503,9.0
ram,G.Skill, F3-12800CL9D-8GBSQ 8 GB,93.85,"3,1600","2,4",2.708,Green,11.25,9.0
ram,Mushkin, Essentials 8 GB,95.28,"3,1066","1,8",2.749,Green,13.133,7.0
ram,Mushkin, Essentials 8 GB,68.11,"3,1600","1,8",1.965,Green,13.75,11.0
ram,G.Skill, F3-1600C11D-16GSL 16 GB,146.24,"3,1600","2,8",2.109,Green,13.75,11.0
ram,Corsair, CMSO16GX3M2C1600C11 16 GB,324.89,"3,1600","2,8",4.686,Green,11.25,9.0
ram,G.Skill, Aegis 16 GB,342.31,"3,1333","2,8",4.938,,13.503,9.0
ram,G.Skill, Ares 32 GB,478.19,"3,2133","4,8",3.449,Black / Red,10.314,11.0
ram,Samsung, M393B1G73DB0-YK0 8 GB,112.66,"3,1600","1,8",3.25,Black / Green,13.75,11.0
ram,Kingston, KTD-PE421/8G 8 GB,103.91,"4,2133","1,8",2.998,Green,14.065,15.0
ram,Kingston, KVR13E9/8I 8 GB,186.28,"3,1333","1,8",5.374,Green,13.503,9.0
ram,Kingston, KVR13LR9D4/16I 16 GB,168.94,"3,1333","1,16",2.437,Green,13.503,9.0
ram,Samsung, M471B5273DH0-CH9 4 GB,58.5,"3,1333","1,4",3.375,Black / Green,13.503,9.0
ram,G.Skill, Ripjaws 32 GB,290.22,"4,2666","2,16",2.093,Black,13.503,18.0
ram,G.Skill, Ripjaws V 32 GB,3302.79,"4,3200","4,8",23.82,Black,9.375,15.0
ram,Kingston, ValueRAM 16 GB,324.89,"4,2133","1,16",4.686,Green,14.065,15.0
ram,Crucial, CT16G4SFD8266 16 GB,177.65,"4,2666","1,16",2.562,Green / Black,14.254,19.0
ram,Kingston, HyperX Impact 16 GB,215.65,"4,2666","1,16",3.111,Black,11.253,15.0
ram,G.Skill, Sniper X 64 GB,708.49,"4,3600","4,16",2.555,Silver / Camo,10.556,19.0
ram,Mushkin, Essentials 16 GB,159.63,"4,2133","2,8",2.303,Green / Black,14.065,15.0
ram,G.Skill, Trident Z Royal 64 GB,2547.46,"4,3200","8,8",9.186,Silver,8.75,14.0
ram,GeIL, Orion AMD Edition 16 GB,236.15,"4,3600","2,8",3.406,Red,10.0,18.0
ram,Kingston, Server Premier 32 GB,443.96,"4,2666","1,32",3.202,,14.254,19.0
ram,Kingston, Server Premier 8 GB,129.95,"4,2666","1,8",3.749,,14.254,19.0
ram,Kingston, ValueRAM 16 GB,186.28,"4,3200","1,16",2.687,,13.75,22.0
ram,Mushkin, Redline 16 GB,187.32,"4,2933","2,8",2.702,,11.592,17.0
ram,Mushkin, Silverline 16 GB,272.37,"4,2400","1,16",3.929,Silver,14.167,17.0
ram,Mushkin, Proline 16 GB,255.56,"4,2666","1,16",3.686,,14.254,19.0
ram,G.Skill, F4-3600C17D-32GTZ 32 GB,515.28,"4,3600","2,16",3.716,Gray / Red,9.444,17.0
ram,Silicon, Power SP016GBLFU266B02 16 GB,324.63,"4,2666","1,16",4.683,,14.254,19.0
ram,Patriot, Signature Line 16 GB,194.94,"5,4800","1,16",2.812,Black,19.167,46.0
ram,VisionTek, 901345 32 GB,636.78,"4,2933","1,32",4.593,Black,14.32,21.0
ram,VisionTek, 901350 16 GB,493.23,"4,3200","1,16",7.114,Black,13.75,22.0
ram,V-Color, TRA524G72S834R3Q 96 GB,4332.96,"5,7200","4,24",10.417,White,9.444,34.0
ram,Kingston, FURY Renegade Pro 32 GB,823.23,"5,6400","1,32",5.937,Black,10.0,32.0
ram,Patriot, Gamer 12 GB,844.94,"3,1600","3,4",16.25,Black / Green,11.25,9.0
ram,Corsair, XMS3 4 GB,184.11,"3,1333","1,4",10.623,Black / White,13.503,9.0
ram,Mushkin, Essentials 4 GB,103.95,"3,1333","2,2",5.997,Green,13.503,9.0
ram,Crucial, CT2KIT25664AC800 4 GB,125.61,"2,800","2,2",7.247,Green,15.0,6.0
ram,G.Skill, F3-10600CL9D-8GBSQ 8 GB,428.97,"3,1333","2,4",12.375,Green,13.503,9.0
ram,G.Skill, F2-6400CL5S-2GBSQ 2 GB,106.12,"2,800","1,2",12.245,Green,12.5,5.0
ram,G.Skill, Ripjaws X 8 GB,298.98,"3,1600","2,4",8.625,Black / Blue,11.25,9.0
ram,Mushkin, Essentials 8 GB,125.61,"3,1333","2,4",3.624,Green,13.503,9.0
ram,Mushkin, Essentials 8 GB,66.94,"3,1333","1,8",1.931,Green,13.503,9.0
ram,G.Skill, Ares 8 GB,190.0,"3,2133","2,4",5.481,Black / Blue,8.439,9.0
ram,G.Skill, Ares 16 GB,373.85,"3,2133","4,4",5.393,Black / Blue,8.439,9.0
ram,G.Skill, F3-1333C9S-8GSA 8 GB,311.98,"3,1333","1,8",9.0,Green,13.503,9.0
ram,Kingston, XMP Blu Red 8 GB,324.89,"3,1600","2,4",9.373,Red / Silver,11.25,9.0
ram,Mushkin, Silverline 8 GB,129.47,"3,1600","1,8",3.735,Gray / Silver,13.75,11.0
ram,Patriot, Viper 3 8 GB,368.3,"3,1866","2,4",10.625,,9.646,9.0
ram,Kingston, KVR16N11H/4 4 GB,95.28,"3,1600","1,4",5.497,Green,13.75,11.0
ram,Corsair, CMSO8GX3M1C1600C11 8 GB,173.28,"3,1600","1,8",4.999,Green,11.25,9.0
ram,G.Skill, Ripjaws 8 GB,87.79,"3,1866","1,8",2.533,,11.79,11.0
ram,G.Skill, Aegis 4 GB,56.29,"3,1333","1,4",3.248,,13.503,9.0
ram,Corsair, Mac Memory 16 GB,346.6,"3,1333","2,8",4.999,Black / Green,13.503,9.0
ram,Crucial, CT2G3S1067M 2 GB,86.57,"3,1066","1,2",9.99,Black / Green,13.133,7.0
ram,Crucial, CT2K2G3S1067M 4 GB,155.94,"3,1066","2,2",8.998,Black / Green,13.133,7.0
ram,Crucial, CT8G3S1339M 8 GB,90.99,"3,1333","1,8",2.625,Black / Green,13.503,9.0
ram,G.Skill, FA-1600C11S-8GSQ 8 GB,275.93,"3,1600","1,8",7.96,Black / Green,13.75,11.0
ram,G.Skill, FA-8500CL7S-4GBSQ 4 GB,173.28,"3,1066","1,4",9.998,Black / Green,13.133,7.0
ram,IBM, 00D4955 4 GB,576.25,"3,1600","1,4",33.248,Black / Green,13.75,11.0
ram,IBM, 00D4968 16 GB,136.19,"3,1600","1,16",1.964,Black / Green,13.75,11.0
ram,GeIL, Green 8 GB,334.25,"3,1333","2,4",9.643,Black / Green,13.503,9.0
ram,Patriot, Viper 3 Low Profile Black 8 GB,127.43,"3,1600","2,4",3.676,Black / Silver,11.25,9.0
ram,Kingston, KVR16R11D4/8 8 GB,82.2,"3,1600","1,8",2.371,Green,13.75,11.0
ram,Kingston, KVR16LE11S8/4 4 GB,198.75,"3,1600","1,4",11.467,Green,13.75,11.0
ram,Kingston, KVR1333D3D4R9SK3/24G 24 GB,541.58,"3,1333","3,8",5.208,Green,13.503,9.0
ram,Kingston, KVR13R9D4K3/48I 48 GB,428.92,"3,1333","3,16",2.062,Green,13.503,9.0
ram,Kingston, KVR13R9D8/8 8 GB,259.16,"3,1333","1,8",7.476,Green,13.503,9.0
ram,Kingston, Impact 16 GB,710.57,"4,2133","2,8",10.249,Black / Silver,12.189,13.0
ram,Kingston, KVR21S15S8/4 4 GB,47.66,"4,2133","1,4",2.75,Black / Silver,14.065,15.0
ram,Crucial, CT2K16G4SFD8213 32 GB,324.98,"4,2133","2,16",2.344,Black / Green,14.065,15.0
ram,G.Skill, Aegis 64 GB,2672.25,"4,2133","4,16",9.636,Black / Red,14.065,15.0
ram,Kingston, Savage 16 GB,1685.54,"4,3000","2,8",24.312,Black,10.0,15.0
ram,Kingston, KCP313NS8/4 4 GB,107.46,"3,1333","1,4",6.2,Black / Green,13.503,9.0
ram,Corsair, Vengeance LED 32 GB,1161.29,"4,3000","4,8",8.375,Black / Blue,10.0,15.0
ram,G.Skill, Flare X 64 GB,696.1,"4,2400","4,16",2.51,Red,12.5,15.0
ram,Kingston, Impact 32 GB,1733.16,"4,2400","4,8",12.5,Black,12.5,15.0
ram,Kingston, ValueRAM 16 GB,584.91,"4,2133","2,8",8.437,Black / Green,14.065,15.0
ram,Mushkin, Essentials 8 GB,109.06,"4,2133","2,4",3.146,Green,14.065,15.0
ram,Corsair, Vengeance RGB 64 GB,1315.07,"4,2666","4,16",4.742,Black,12.003,16.0
ram,Kingston, ValueRAM 8 GB,175.44,"4,2400","1,8",5.061,Green / Black,14.167,17.0
ram,Crucial, CT25664BD160BJ 2 GB,86.57,"3,1600","1,2",9.99,Green / Black,13.75,11.0
ram,Patriot, Signature Line 4 GB,64.95,"3,1600","1,4",3.748,Green / Black,13.75,11.0
