name,price,capacity,price_per_gb,type,cache,form_factor,interface
Western Digital Blue,303.27,3000.0,0.023,5400,256.0,3.5,SATA 6.0 Gb/s
Corsair MP600 PRO LPX,1733.16,4000.0,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate Barracuda Compute,353.14,2000.0,0.041,5400,128.0,2.5,SATA 6.0 Gb/s
Addlink S70,294.12,1000.0,0.068,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Intel SSDPEDMD020T401,7372.21,2000.0,0.851,SSD,,PCIe,PCIe x4
Seagate IronWolf Pro,667.76,6000.0,0.026,7200,256.0,3.5,SATA 6.0 Gb/s
Corsair MP600,472.25,1000.0,0.109,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Toshiba P300,430.92,3000.0,0.033,7200,64.0,3.5,SATA 6.0 Gb/s
Inland TN320,186.28,512.0,0.084,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Blue,2036.42,4000.0,0.117,SSD,,2.5,SATA 6.0 Gb/s
PNY CS900,541.58,2000.0,0.062,SSD,,2.5,SATA 6.0 Gb/s
Fantom Drives VENOM8,3466.18,8000.0,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ADATA Ultimate SU650,41.16,120.0,0.079,SSD,,M.2-2280,M.2 SATA
Western Digital DC HC530,1191.58,14000.0,0.02,7200,512.0,3.5,SATA 6.0 Gb/s
Corsair MP600 MICRO,411.59,1000.0,0.095,SSD,,M.2-2242,M.2 PCIe 4.0 X4
Western Digital Black SN750,190.65,250.0,0.176,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA Legend 800,220.07,500.0,0.102,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung PM893,5004.62,7680.0,0.15,SSD,,2.5,SATA 6.0 Gb/s
Gigabyte AORUS Gen4 5000E,385.55,1000.0,0.089,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Kingston Fury Renegade with Heat Sink,909.89,2000.0,0.105,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Klevv CRAS C710,173.28,512.0,0.078,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Force Vulcan Z,450.59,2000.0,0.052,SSD,,2.5,SATA 6.0 Gb/s
Corsair MP700 PRO w/Heatsink,736.57,1000.0,0.17,SSD,,M.2-2280,M.2 PCIe 5.0 X4
PNY CS1031,640.63,2000.0,0.074,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP CX2,142.95,512.0,0.064,SSD,,2.5,SATA 6.0 Gb/s
Timetec 35TTFP6PCIE,164.61,512.0,0.074,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Intenso Top Performance,248.28,512.0,0.112,SSD,,M.2-2280,M.2 SATA
Seagate IronWolf Pro,1268.4,8000.0,0.037,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital Green,181.99,480.0,0.087,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Ultrastar DC HC520,1190.93,12000.0,0.023,7200,,3.5,SATA 6.0 Gb/s
Patriot P400 Lite,129.95,250.0,0.12,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Black SN750 SE,303.22,500.0,0.14,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate ST4000NM0024,294.64,4000.0,0.017,7200,128.0,3.5,SATA 6.0 Gb/s
Seagate SkyHawk Surveillance +Rescue,389.93,4000.0,0.022,5400,256.0,3.5,SATA 6.0 Gb/s
Corsair MP600 PRO NH,433.26,1000.0,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf Pro,962.4,10000.0,0.022,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate ST1000LM014,183.07,1000.0,0.042,,64.0,2.5,SATA 6.0 Gb/s
Lexar Professional NM800PRO,346.6,1000.0,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Acer FA100,498.25,2000.0,0.057,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital WD Blue,359.6,4000.0,0.021,5400,256.0,3.5,SATA 3.0 Gb/s
Seagate IronWolf NAS,653.03,6000.0,0.025,7200,256.0,3.5,SATA 6.0 Gb/s
KingSpec XG7000,1165.53,4000.0,0.067,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Hitachi A7K1000-1000,167.6,1000.0,0.039,7200,32.0,3.5,SATA 3.0 Gb/s
Seagate ST1000LM035,168.94,1000.0,0.039,5400,128.0,2.5,SATA 6.0 Gb/s
Western Digital Red,476.59,6000.0,0.018,5400,256.0,3.5,SATA 6.0 Gb/s
ADATA Legend 960,423.25,1000.0,0.098,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Red Plus,730.54,8000.0,0.021,5640,256.0,3.5,SATA 6.0 Gb/s
Seagate Exos X18,953.22,14000.0,0.016,7200,256.0,3.5,SATA 6.0 Gb/s
Samsung PM961,407.26,512.0,0.184,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Toshiba X300,688.9,8000.0,0.02,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital Blue,371.08,500.0,0.171,SSD,,M.2-2280,M.2 SATA
Seagate FireCuda 530 w/Heatsink,2467.95,4000.0,0.142,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Kingston A400,177.61,240.0,0.171,SSD,,M.2-2280,M.2 SATA
Corsair MP700 PRO SE,2513.1,4000.0,0.145,SSD,,M.2-2280,M.2 PCIe 5.0 X4
KingSpec VP101,597.91,1000.0,0.138,SSD,,M.2-2280,M.2 PCIe 5.0 X4
SK Hynix Platinum P41,359.6,500.0,0.166,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate Enterprise Capacity,831.94,10000.0,0.019,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital Ultrastar DC HC560,1988.85,22000.0,0.021,7200,512.0,3.5,SATA 6.0 Gb/s
SanDisk SSD PLUS,277.96,120.0,0.535,SSD,,2.5,SATA 6.0 Gb/s
Intenso High Performance,80.85,120.0,0.155,SSD,,2.5,SATA 6.0 Gb/s
Samsung 960 Evo,857.89,1000.0,0.198,SSD,1024.0,M.2-2280,M.2 PCIe 3.0 X4
SanDisk Ultra 3D,551.89,500.0,0.255,SSD,,2.5,SATA 6.0 Gb/s
Hitachi 0F14683,333.64,4000.0,0.019,7200,64.0,3.5,SATA 6.0 Gb/s
Seagate BarraCuda Pro,1234.9,14000.0,0.02,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital Gold,1646.5,18000.0,0.021,7200,512.0,3.5,SATA 6.0 Gb/s
PNY CS2230,455.05,1000.0,0.105,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power A55,131.55,128.0,0.237,SSD,,2.5,SATA 6.0 Gb/s
Patriot Burst Elite,125.61,480.0,0.06,SSD,,2.5,SATA 6.0 Gb/s
Lexar NS100,173.28,256.0,0.156,SSD,,2.5,SATA 6.0 Gb/s
Seagate FireCuda 520,736.61,1000.0,0.17,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Leven JM600,90.95,256.0,0.082,SSD,,M.2-2280,M.2 SATA
Western Digital Ultrastar DC HC550,1473.18,18000.0,0.019,7200,512.0,3.5,SATA 6.0 Gb/s
KingSpec XG7000 PRO,649.91,2000.0,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Corsair MP600 PRO LPX,446.26,1000.0,0.103,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Caviar Black,346.42,1000.0,0.08,7200,32.0,3.5,SATA 3.0 Gb/s
Toshiba HDKBB96,155.94,1000.0,0.036,5400,8.0,2.5,SATA 6.0 Gb/s
Western Digital Black SN750,1772.2,2000.0,0.204,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Green,226.36,240.0,0.218,SSD,,M.2-2280,M.2 SATA
Patriot P400 Lite,476.59,2000.0,0.055,SSD,,M.2-2280,M.2 PCIe 4.0 X4
PNY CS2140,233.98,500.0,0.108,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ADATA SU800,242.6,512.0,0.109,SSD,,2.5,SATA 6.0 Gb/s
Intel DC P4511,607.44,1000.0,0.14,SSD,,M.2-22110,M.2 PCIe 3.0 X4
Western Digital Blue,454.92,6000.0,0.017,5400,256.0,3.5,SATA 6.0 Gb/s
Kingston Fury Renegade with Heat Sink,541.58,1000.0,0.125,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Sabrent Rocket 4 Plus G,2166.46,4000.0,0.125,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate BarraCuda Pro,463.59,6000.0,0.018,7200,128.0,3.5,SATA 6.0 Gb/s
Corsair MP600 PRO NH,1863.15,4000.0,0.107,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Kingston Q500,298.89,960.0,0.072,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Blue,519.92,4000.0,0.03,5400,64.0,3.5,SATA 6.0 Gb/s
Inland Professional,281.56,1000.0,0.065,SSD,,2.5,SATA 6.0 Gb/s
ADATA Ultimate SU650,108.28,240.0,0.104,SSD,,2.5,SATA 6.0 Gb/s
Toshiba S300,549.73,4000.0,0.032,5400,256.0,3.5,SATA 6.0 Gb/s
Seagate ST500LM000,173.32,500.0,0.08,,64.0,2.5,SATA 6.0 Gb/s
Intel 660p,710.61,2048.0,0.08,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate Enterprise Capacity,736.61,10000.0,0.017,7200,256.0,3.5,SATA 6.0 Gb/s
PNY CS2140,508.26,1000.0,0.117,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ADATA LEGEND 970,1256.53,2000.0,0.145,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Gigabyte Gen3 2500E,246.03,500.0,0.114,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital VelociRaptor,854.73,1000.0,0.197,10000,64.0,3.5,SATA 6.0 Gb/s
Corsair MP510,729.94,960.0,0.175,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA SU800,454.92,1000.0,0.105,SSD,,2.5,SATA 6.0 Gb/s
Samsung 850 Pro,823.27,512.0,0.371,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP T-Create Classic,485.25,2000.0,0.056,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Corsair MP600 GS,255.6,500.0,0.118,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate Archive HDD v2,762.17,5000.0,0.035,5900,128.0,3.5,SATA 6.0 Gb/s
Kingston KC600,427.97,1024.0,0.096,SSD,,2.5,SATA 6.0 Gb/s
Acer FA100,316.22,1000.0,0.073,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Red Pro,563.25,4000.0,0.032,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital Blue,684.01,2000.0,0.079,SSD,,M.2-2280,M.2 SATA
Verbatim Vi550,85.66,128.0,0.154,SSD,,2.5,SATA 6.0 Gb/s
Corsair MP600 PRO LPX,303.22,500.0,0.14,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate ST500LM021,112.61,500.0,0.052,7200,32.0,2.5,SATA 6.0 Gb/s
Intel DC P3700,5199.6,800.0,1.5,SSD,,PCIe,PCIe x4
Seagate FireCuda,270.38,1000.0,0.062,,,2.5,SATA 6.0 Gb/s
Transcend TS32GSSD370S,147.28,32.0,1.062,SSD,,2.5,SATA 6.0 Gb/s
Seagate FireCuda 530 w/Heatsink,973.84,2000.0,0.112,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP AX2,446.26,2000.0,0.051,SSD,,2.5,SATA 6.0 Gb/s
Seagate IronWolf Pro NAS,671.57,4000.0,0.039,7200,256.0,3.5,SATA 6.0 Gb/s
Inland Professional,112.61,240.0,0.108,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Blue,203.65,1000.0,0.047,5400,8.0,2.5,SATA 6.0 Gb/s
Western Digital Red Plus,1668.2,14000.0,0.028,7200,512.0,3.5,SATA 6.0 Gb/s
TEAMGROUP T-Force GE Pro,1126.54,2000.0,0.13,SSD,,M.2-2280,M.2 PCIe 5.0 X4
TEAMGROUP T-Force Delta Max RGB Lite,346.55,1000.0,0.08,SSD,,2.5,SATA 6.0 Gb/s
Intel 710,3925.48,200.0,4.53,SSD,,2.5,SATA 3.0 Gb/s
Crucial P2,216.61,250.0,0.2,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Patriot Burst Elite,402.93,1920.0,0.048,SSD,,2.5,SATA 6.0 Gb/s
Toshiba MG07ACA14TE,905.55,14000.0,0.015,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate Exos 7E10 512e/4Kn,736.57,8000.0,0.021,7200,256.0,3.5,SATA 6.0 Gb/s
Sabrent Rocket 4,433.26,1000.0,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4
MSI SPATIUM M470,649.91,1000.0,0.15,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Lexar NM620,324.89,1000.0,0.075,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Red SN700,1429.85,4000.0,0.082,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Corsair MP600 PRO LPX,1473.18,4000.0,0.085,SSD,,M.2-2280,M.2 PCIe 4.0 X4
FanXiang S880,1169.87,4000.0,0.067,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Black SN750 SE,194.98,250.0,0.18,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Acer Predator GM7,1347.52,2000.0,0.155,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ADATA LEGEND 960 MAX,649.91,2000.0,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4
PNY CS1030,146.07,250.0,0.135,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP MS30,216.91,128.0,0.391,SSD,,M.2-2280,M.2 SATA
Kingston KC600,736.0,2048.0,0.083,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP T-Create Classic C47,1083.21,4000.0,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate FireCuda 520,1747.33,2000.0,0.202,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Silicon Power SU128GBSS3A55S25AE,82.28,128.0,0.148,SSD,,2.5,SATA 6.0 Gb/s
Sabrent Rocket 4,866.56,2000.0,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP Z440 Lite,316.22,1000.0,0.073,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Inland Professional,112.61,256.0,0.102,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Black AN1500,1581.67,1000.0,0.365,SSD,,PCIe,PCIe x8
Samsung 860 QVO,863.57,2000.0,0.1,SSD,,2.5,SATA 6.0 Gb/s
ADATA XPG SX6000 Pro,221.72,512.0,0.1,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Black,801.6,4000.0,0.046,7200,64.0,3.5,SATA 6.0 Gb/s
Western Digital Red,1022.5,8000.0,0.029,5400,128.0,3.5,SATA 6.0 Gb/s
KingSpec XG7000,519.92,2000.0,0.06,SSD,,M.2-2242,M.2 PCIe 4.0 X4
Toshiba X300,615.24,6000.0,0.024,7200,256.0,3.5,SATA 6.0 Gb/s
TEAMGROUP QX,142.95,512.0,0.064,SSD,,2.5,SATA 6.0 Gb/s
Corsair MP600 PRO,697.57,2000.0,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Gigabyte GP-GSTFS31240GNTD,141.17,240.0,0.136,SSD,,2.5,SATA 6.0 Gb/s
ADATA XPG GAMMIX S60 Blade,576.25,2000.0,0.066,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP QX,242.6,1000.0,0.056,SSD,,2.5,SATA 6.0 Gb/s
ADATA Legend 850,303.27,1000.0,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP AX2,142.95,512.0,0.064,SSD,,2.5,SATA 6.0 Gb/s
Western Digital WD_BLACK SN850P for PS5,1507.84,4000.0,0.087,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Lexar Professional NM800PRO,693.24,2000.0,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ADATA XPG GAMMIX S70 Blade,286.67,512.0,0.129,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Kingston A400,177.61,120.0,0.342,SSD,,M.2-2280,M.2 SATA
Samsung 860 Evo,923.49,1000.0,0.213,SSD,1024.0,M.2-2280,M.2 SATA
Intenso 3812430,80.85,128.0,0.146,SSD,,2.5,SATA 6.0 Gb/s
Samsung 860 Evo,714.94,500.0,0.33,SSD,512.0,M.2-2280,M.2 SATA
FanXiang S660,541.58,2000.0,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Red SA500,389.93,1000.0,0.09,SSD,,2.5,SATA 6.0 Gb/s
Nextorage NEM-PA,389.93,1000.0,0.09,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Gold,1516.51,16000.0,0.022,7200,512.0,3.5,SATA 6.0 Gb/s
Western Digital Red,1174.24,10000.0,0.027,5400,256.0,3.5,SATA 6.0 Gb/s
Seagate IronWolf Pro NAS,870.93,8000.0,0.025,7200,256.0,3.5,SATA 6.0 Gb/s
Kingston NV1,168.47,250.0,0.156,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Create Classic C47,563.25,2000.0,0.065,SSD,,M.2-2280,M.2 PCIe 4.0 X4
PNY CS3140,1299.86,4000.0,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Inland Professional,173.28,512.0,0.078,SSD,,2.5,SATA 6.0 Gb/s
Corsair MP600 ELITE w/Heatsink,801.56,2000.0,0.092,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Sabrent Rocket 4 Plus G,519.92,1000.0,0.12,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Purple,511.25,4000.0,0.029,5400,64.0,3.5,SATA 6.0 Gb/s
Intenso Top Performance,79.38,128.0,0.143,SSD,,M.2-2280,M.2 SATA
TEAMGROUP T-FORCE G70 PRO Graphene,606.58,2000.0,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Red Pro,1299.86,14000.0,0.021,7200,,3.5,SATA 6.0 Gb/s
Western Digital Blue,69.24,500.0,0.032,7200,32.0,3.5,SATA 6.0 Gb/s
PNY CS1031,225.32,500.0,0.104,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Create Classic C47,324.89,1000.0,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Silicon Power P34A60,103.95,128.0,0.187,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Inland TN320,294.56,1000.0,0.068,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Mushkin Vortex-LX,554.58,2000.0,0.064,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate SkyHawk AI,1811.89,20000.0,0.021,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital WDBSLA0040HNC-NRSN,406.26,4000.0,0.023,7200,64.0,3.5,SATA 6.0 Gb/s
PNY CS2230,267.65,500.0,0.124,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate IronWolf Pro,1581.07,20000.0,0.018,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate FireCuda 530 w/Heatsink,563.25,1000.0,0.13,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ADATA SU800,179.73,256.0,0.162,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Cardea Z44L,155.94,250.0,0.144,SSD,,M.2-2280,M.2 PCIe 4.0 X4
HP FX900,207.94,512.0,0.094,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Toshiba L200,333.6,2000.0,0.038,5400,128.0,2.5,SATA 6.0 Gb/s
Patriot Viper VPR400 RGB,333.55,1000.0,0.077,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Toshiba MQ04ABF100,166.78,1000.0,0.038,5400,128.0,2.5,SATA 6.0 Gb/s
Crucial MX500,384.21,500.0,0.177,SSD,,M.2-2280,M.2 SATA
Western Digital Green,111.27,240.0,0.107,SSD,,2.5,SATA 6.0 Gb/s
Seagate BarraCuda Pro,931.6,8000.0,0.027,7200,256.0,3.5,SATA 6.0 Gb/s
Silicon Power A55,82.24,128.0,0.148,SSD,,M.2-2280,M.2 SATA
Transcend 250S,304.39,1000.0,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Corsair MP600 ELITE w/Heatsink,402.93,1000.0,0.093,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Corsair MP600 ELITE PS5,368.26,1000.0,0.085,SSD,,M.2-2280,M.2 PCIe 4.0 X4
MSI SPATIUM M480,428.97,1000.0,0.099,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Gigabyte GP-GSTFS31256GTND,136.14,256.0,0.123,SSD,,2.5,SATA 6.0 Gb/s
Seagate Barracuda Compute,220.77,1000.0,0.051,5400,64.0,3.5,SATA 6.0 Gb/s
Samsung 840 Evo,693.24,500.0,0.32,SSD,,2.5,SATA 6.0 Gb/s
ADATA LEGEND 970,736.57,1000.0,0.17,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Western Digital Gold,779.94,4000.0,0.045,7200,128.0,3.5,SATA 6.0 Gb/s
HP EX900 Plus,311.89,1000.0,0.072,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Verbatim Vi7000G,563.25,2000.0,0.065,SSD,,M.2-2280,M.2 PCIe 4.0 X4
HP FX900 Pro,1191.53,4000.0,0.069,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ADATA SU630,414.62,960.0,0.1,SSD,,2.5,SATA 6.0 Gb/s
Transcend 250S,955.82,2000.0,0.11,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Leven JS600,424.59,2000.0,0.049,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP T-FORCE G50,298.93,1000.0,0.069,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP EX2,147.28,512.0,0.066,SSD,,2.5,SATA 6.0 Gb/s
Toshiba MQ01ABD-V,146.67,1000.0,0.034,5400,,2.5,SATA 6.0 Gb/s
Addlink S70,183.89,512.0,0.083,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate BarraCuda 120,1011.11,1000.0,0.233,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Purple Pro,1993.18,22000.0,0.021,7200,512.0,3.5,SATA 6.0 Gb/s
Mushkin Vortex Redline,1243.48,4000.0,0.072,SSD,,M.2-2280,M.2 PCIe 4.0 X4
GOODRAM PX700,1253.67,2048.0,0.141,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP AX2,93.55,256.0,0.084,SSD,,2.5,SATA 6.0 Gb/s
Nextorage NEM-PA,628.24,2000.0,0.072,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Gigabyte AORUS Gen4 7000s,1117.48,2000.0,0.129,SSD,2048.0,M.2-2280,M.2 PCIe 4.0 X4
ADATA XPG GAMMIX S11 Pro,759.31,512.0,0.342,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Kingston SSDNow V300,258.98,240.0,0.249,SSD,,2.5,SATA 6.0 Gb/s
Western Digital WD_BLACK SN770M,929.21,2000.0,0.107,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Seagate Constellation ES.3,823.23,4000.0,0.047,7200,128.0,3.5,SATA 6.0 Gb/s
Western Digital Gold,1045.34,10000.0,0.024,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital Blue Mobile,188.44,1000.0,0.043,5400,128.0,2.5,SATA 6.0 Gb/s
Western Digital Red SA500,2762.29,4000.0,0.159,SSD,,2.5,SATA 6.0 Gb/s
Seagate Exos X14,1078.92,14000.0,0.018,7200,256.0,3.5,SATA 6.0 Gb/s
Samsung PM961,320.64,128.0,0.578,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Red Pro,1169.87,10000.0,0.027,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate Momentus Thin,90.95,500.0,0.042,5400,16.0,2.5,SATA 3.0 Gb/s
Intel D3-S4510,6911.14,7680.0,0.208,SSD,,2.5,SATA 6.0 Gb/s
Seagate Constellation ES.2,190.65,3000.0,0.015,7200,64.0,3.5,SAS 6.0 Gb/s
Seagate IronWolf Pro NAS,411.59,2000.0,0.047,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital Blue SN500,381.3,500.0,0.176,SSD,,M.2-2280,M.2 PCIe 3.0 X2
Gigabyte GP-GSTFS31100TNTD,383.69,1000.0,0.089,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Black,666.76,512.0,0.301,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital AV-GP,82.24,250.0,0.076,5400,16.0,3.5,SATA 3.0 Gb/s
Seagate SkyHawk,372.55,1000.0,0.086,5900,64.0,3.5,SATA 6.0 Gb/s
Kingston SSDNow V200,281.56,128.0,0.508,SSD,,2.5,SATA 6.0 Gb/s
Western Digital AV-25,140.69,1000.0,0.032,5400,16.0,2.5,SATA 3.0 Gb/s
Seagate BarraCuda Pro Compute,862.27,12000.0,0.017,7200,256.0,3.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Delta Max White RGB Lite,346.6,1000.0,0.08,SSD,,2.5,SATA 6.0 Gb/s
Intenso Top Performance,161.49,256.0,0.146,SSD,,M.2-2280,M.2 SATA
Inland TN320,129.95,256.0,0.117,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA LEGEND 900,346.55,1000.0,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Apacer AS2280P4,572.65,1000.0,0.132,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Intenso High Performance,116.43,240.0,0.112,SSD,,2.5,SATA 6.0 Gb/s
Samsung 860 Pro,2599.76,2000.0,0.3,SSD,2048.0,2.5,SATA 6.0 Gb/s
Kingston Q500,164.61,480.0,0.079,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Green,203.65,120.0,0.392,SSD,,M.2-2280,M.2 SATA
Corsair MP600 CORE,4679.64,4000.0,0.27,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Intenso 3812450,185.84,512.0,0.084,SSD,,2.5,SATA 6.0 Gb/s
Samsung 960 Pro,1559.84,1000.0,0.36,SSD,1024.0,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Blue SN550,303.27,500.0,0.14,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Patriot Viper VPR400 RGB,216.61,512.0,0.098,SSD,,M.2-2280,M.2 PCIe 4.0 X4
KIOXIA EXCERIA,216.43,480.0,0.104,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Blue,866.56,2000.0,0.1,5400,64.0,3.5,SATA 6.0 Gb/s
Western Digital Blue SA510,194.94,250.0,0.18,SSD,,2.5,SATA 6.0 Gb/s
Seagate Exos X16,1603.21,14000.0,0.026,7200,256.0,3.5,SATA 6.0 Gb/s
Crucial MX300,602.29,1050.0,0.132,SSD,,2.5,SATA 6.0 Gb/s
Intel 660p,303.31,512.0,0.137,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate Barracuda Compute,401.97,2000.0,0.046,5400,256.0,3.5,SATA 6.0 Gb/s
Toshiba X300 Pro,775.56,8000.0,0.022,7200,256.0,3.5,SATA 6.0 Gb/s
Verbatim Vi5000,253.22,512.0,0.114,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP CX2,93.55,256.0,0.084,SSD,,2.5,SATA 6.0 Gb/s
Seagate EE25.2,82.33,40.0,0.475,5400,8.0,2.5,SATA 3.0 Gb/s
