name,price,capacity,price_per_gb,type,cache,form_factor,interface
Western Digital Purple,985.28,8000.0,0.028,5400,256.0,3.5,SATA 6.0 Gb/s
Intel DC S4500,1283.17,1900.0,0.156,SSD,,2.5,SATA 6.0 Gb/s
Intel D3-S4510,389.93,240.0,0.375,SSD,,2.5,SATA 6.0 Gb/s
Lenovo 4XB0W79582,2149.17,1000.0,0.496,SSD,,M.2-2280,M.2 PCIe 3.0 X4
KIOXIA EXCERIA PLUS,2123.13,2000.0,0.245,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Blue,519.92,6000.0,0.02,5400,64.0,3.5,SATA 6.0 Gb/s
Addlink S95,1449.13,4000.0,0.084,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Titanium Micro TH3500,216.61,500.0,0.1,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Transcend MTE245S,288.88,500.0,0.133,SSD,,M.2-2280,M.2 PCIe 4.0 X4
OWC Mercury Electra 6G,103.95,120.0,0.2,SSD,,2.5,SATA 6.0 Gb/s
Lenovo ThinkStation,3878.04,6000.0,0.149,7200,,3.5,SATA 6.0 Gb/s
Seagate Enterprise Capacity,1732.98,8000.0,0.05,7200,256.0,3.5,SAS 6.0 Gb/s
Addlink S70,294.12,1000.0,0.068,SSD,,M.2-2280,M.2 PCIe 3.0 X4
HP 2DP97AA#ABC,129.95,120.0,0.25,SSD,,2.5,SATA 6.0 Gb/s
Intel DC S3710,2981.1,1200.0,0.573,SSD,,2.5,SATA 6.0 Gb/s
Intel 320,428.97,40.0,2.475,SSD,,2.5,SATA 3.0 Gb/s
OCZ Agility 3,649.91,60.0,2.5,SSD,,2.5,SATA 6.0 Gb/s
ADATA Premier Pro SP900,418.0,64.0,1.507,SSD,,2.5,SATA 6.0 Gb/s
SanDisk EXTREME PRO,1299.86,960.0,0.312,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Purple,1208.91,10000.0,0.028,5400,256.0,3.5,SATA 6.0 Gb/s
Toshiba X300,1065.87,12000.0,0.02,7200,256.0,3.5,SATA 6.0 Gb/s
HP S700 Pro,164.61,256.0,0.148,SSD,,2.5,SATA 6.0 Gb/s
Toshiba X300,789.26,4000.0,0.046,7200,256.0,3.5,SATA 6.0 Gb/s
ADATA Ultimate SU650,226.27,480.0,0.109,SSD,,M.2-2280,M.2 SATA
Western Digital Scorpio Blue,129.77,250.0,0.12,5400,8.0,2.5,SATA 3.0 Gb/s
Western Digital Caviar Blue,413.58,320.0,0.298,7200,8.0,3.5,PATA 100
Intel 320,2981.23,600.0,1.147,SSD,,2.5,SATA 3.0 Gb/s
Seagate Constellation.2,389.88,1000.0,0.09,7200,64.0,2.5,SATA 6.0 Gb/s
Intel 320,1624.88,600.0,0.625,SSD,,2.5,SATA 3.0 Gb/s
VisionTek Data Fusion 2-way,1788.32,240.0,1.72,SSD,,PCIe,PCIe x2
Seagate 600 Pro,862.27,240.0,0.829,SSD,,2.5,SATA 6.0 Gb/s
Western Digital RE,297.68,500.0,0.137,7200,64.0,3.5,SATA 6.0 Gb/s
Samsung Data Center,472.3,240.0,0.454,SSD,,2.5,SATA 6.0 Gb/s
Seagate SkyHawk,1046.42,10000.0,0.024,7200,256.0,3.5,SATA 6.0 Gb/s
Mushkin Source,144.25,120.0,0.277,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Purple,316.31,500.0,0.146,5400,64.0,3.5,SATA 6.0 Gb/s
Sony Optiarc,259.76,480.0,0.125,SSD,,2.5,SATA 6.0 Gb/s
PNY XLR8 CS3030,2118.84,4000.0,0.122,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Intel D3-S4520,2115.89,3840.0,0.127,SSD,,2.5,SATA 6.0 Gb/s
Fantom Drives VENOM8,433.08,1000.0,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Titanium Micro TH7175,1364.85,4000.0,0.079,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital AV-GP,216.43,160.0,0.312,5400,8.0,3.5,SATA 3.0 Gb/s
Hitachi E7K1000,303.31,500.0,0.14,7200,32.0,3.5,SATA 3.0 Gb/s
Hitachi 7K1000.C,2157.83,1000.0,0.498,7200,32.0,3.5,SATA 3.0 Gb/s
Western Digital Scorpio Black,346.64,500.0,0.16,7200,16.0,2.5,SATA 3.0 Gb/s
Hitachi Travelstar Z7K320,379.35,250.0,0.35,7200,16.0,2.5,SATA 3.0 Gb/s
Hitachi Travelstar 7K750,332.47,750.0,0.102,7200,16.0,2.5,SATA 3.0 Gb/s
Seagate Momentus Thin,125.66,320.0,0.091,7200,16.0,2.5,SATA 3.0 Gb/s
Kingston HyperX 3K,892.64,120.0,1.717,SSD,,2.5,SATA 6.0 Gb/s
Western Digital AV-GP,129.43,320.0,0.093,5400,16.0,3.5,SATA 3.0 Gb/s
Toshiba PH3300U-1I72,563.25,3000.0,0.043,7200,64.0,3.5,SATA 6.0 Gb/s
Crucial M4,992.26,128.0,1.789,SSD,,mSATA,mSATA
Intel 530,818.94,180.0,1.05,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow KC300,350.89,240.0,0.337,SSD,,2.5,SATA 6.0 Gb/s
Intel 530,1395.18,480.0,0.671,SSD,,2.5,SATA 6.0 Gb/s
OCZ Vertex 460,866.6,120.0,1.667,SSD,,2.5,SATA 6.0 Gb/s
PNY Optima,818.42,240.0,0.787,SSD,,2.5,SATA 6.0 Gb/s
Intel 530,605.93,240.0,0.583,SSD,,mSATA,mSATA
Intel DC S3500,831.94,800.0,0.24,SSD,,2.5,SATA 6.0 Gb/s
Transcend SSD370,750.39,512.0,0.338,SSD,,2.5,SATA 6.0 Gb/s
Silicon Power S60 3K P/E,346.55,240.0,0.333,SSD,,2.5,SATA 6.0 Gb/s
Intel DC P3600,1126.54,800.0,0.325,SSD,,2.5,U.2
Western Digital Ae,606.58,6000.0,0.023,5760,64.0,3.5,SATA 6.0 Gb/s
Western Digital Purple,1192.53,8000.0,0.034,5400,128.0,3.5,SATA 6.0 Gb/s
Kingston SSDNow G2,498.6,240.0,0.479,SSD,,M.2-2280,M.2 SATA
Western Digital Purple,359.6,3000.0,0.028,5400,64.0,3.5,SATA 6.0 Gb/s
Hitachi 0F27402,1116.74,10000.0,0.026,7200,256.0,3.5,SAS 12.0 Gb/s
Hitachi Ultrastar He10,1252.24,10000.0,0.029,7200,256.0,3.5,SAS 12.0 Gb/s
Seagate Enterprise Capacity,541.62,2000.0,0.062,7200,128.0,3.5,SATA 6.0 Gb/s
Toshiba N300,1744.03,14000.0,0.029,7200,256.0,3.5,SATA 6.0 Gb/s
Lexar NS200,259.94,240.0,0.25,SSD,,2.5,SATA 6.0 Gb/s
Toshiba MG04ACA200E,597.43,2000.0,0.069,7200,128.0,3.5,SATA 6.0 Gb/s
Western Digital Purple,1118.0,10000.0,0.026,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate EXOS Enterprise,1050.32,6000.0,0.04,7200,256.0,3.5,SATA 6.0 Gb/s
Intel DC S3110,342.31,256.0,0.309,SSD,,M.2-2280,M.2 SATA
Pioneer APS-SE20G-256,226.75,256.0,0.204,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Pioneer APS-SE20G-512,379.61,512.0,0.171,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Centon MP Essential,346.55,960.0,0.083,SSD,,2.5,SATA 6.0 Gb/s
Apacer AS340 PANTHER,1195.91,960.0,0.287,SSD,,2.5,SATA 6.0 Gb/s
Toshiba MG08ADA600E,736.57,6000.0,0.028,7200,256.0,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar He8,1078.92,8000.0,0.031,7200,128.0,3.5,SATA 6.0 Gb/s
Intel D3-S4520,563.29,480.0,0.271,SSD,,2.5,SATA 6.0 Gb/s
VisionTek DLX3,216.48,512.0,0.098,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Oyen Digital E13S-2242-1024PH,385.64,1000.0,0.089,SSD,,M.2-2242,M.2 PCIe 3.0 X4
VisionTek DLX4,282.21,512.0,0.127,SSD,,M.2-2230,M.2 PCIe 4.0 X4
PNY CS2142,693.24,2000.0,0.08,SSD,,M.2-2230,M.2 PCIe 4.0 X4
KingSpec XF,320.6,1000.0,0.074,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Seagate FireCuda 520N,846.32,2000.0,0.098,SSD,,M.2-2230,M.2 PCIe 4.0 X4
PNY XLR8 CS3040 w/Heatsink,1408.92,2000.0,0.163,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate ST600MM0158,234.37,600.0,0.09,10000,128.0,2.5,SAS 12.0 Gb/s
Lenovo 5300,3639.68,960.0,0.875,SSD,,2.5,SATA 6.0 Gb/s
Intel DC P3500,1852.36,2000.0,0.214,SSD,,2.5,U.2
Western Digital RE,194.98,250.0,0.18,7200,64.0,3.5,SATA 6.0 Gb/s
Western Digital WDBSLA0010HNC-NRSN,277.27,1000.0,0.064,7200,,3.5,SATA 6.0 Gb/s
Seagate Enterprise Capacity,830.07,6000.0,0.032,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate Enterprise Performance,880.51,600.0,0.339,15000,256.0,2.5,SAS 12.0 Gb/s
Seagate Enterprise Performance,1391.98,2400.0,0.134,10000,256.0,2.5,SAS 12.0 Gb/s
Seagate SkyHawk AI,1186.98,10000.0,0.027,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate FireCuda,924.01,1000.0,0.213,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate SkyHawk AI,1516.51,16000.0,0.022,7200,256.0,3.5,SATA 6.0 Gb/s
Toshiba N300,1338.33,10000.0,0.031,7200,,3.5,SATA 6.0 Gb/s
V7 V7SSD128GBNV3U,138.61,128.0,0.25,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Intel D3-S4610,693.02,960.0,0.167,SSD,,2.5,SATA 6.0 Gb/s
Fantom Drives VENOM8 PS5,671.36,2000.0,0.077,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Scorpio Black,389.97,160.0,0.562,7200,16.0,2.5,SATA 3.0 Gb/s
Transcend MTS400,623.56,256.0,0.562,SSD,,M.2-2242,M.2 SATA
Transcend MTS800,1146.34,512.0,0.517,SSD,,M.2-2280,M.2 SATA
Samsung 850 Evo,1109.68,500.0,0.512,SSD,,mSATA,mSATA
PNY CS1211,220.94,480.0,0.106,SSD,,2.5,SATA 6.0 Gb/s
Seagate Nytro Enterprise,1841.52,960.0,0.443,SSD,,2.5,SATA 6.0 Gb/s
Toshiba MG04ACA600E,727.94,6000.0,0.028,7200,128.0,3.5,SATA 6.0 Gb/s
Toshiba S300 Pro,996.55,10000.0,0.023,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate IronWolf 510,1083.21,480.0,0.521,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power US70,1160.72,1000.0,0.268,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Angelbird AV PRO MK3,2383.11,2000.0,0.275,SSD,,2.5,SATA 6.0 Gb/s
Toshiba N300 Pro,1420.14,14000.0,0.023,7200,512.0,3.5,SATA 6.0 Gb/s
Toshiba N300,1500.56,14000.0,0.025,7200,,3.5,SATA 6.0 Gb/s
Toshiba N300,862.27,6000.0,0.033,7200,256.0,3.5,SATA 6.0 Gb/s
Addlink S91,400.54,1000.0,0.092,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Titanium Micro TH7175,389.93,1000.0,0.09,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Transcend SSD230S,431.35,1000.0,0.1,SSD,,2.5,SATA 6.0 Gb/s
Western Digital WD Green,203.65,120.0,0.392,SSD,,M.2-2280,M.2 SATA
Fantom Drives VENOM7,389.75,1000.0,0.09,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital RE2,428.75,750.0,0.132,7200,16.0,3.5,SATA 3.0 Gb/s
Western Digital Scorpio Black,194.98,320.0,0.141,7200,16.0,2.5,SATA 3.0 Gb/s
Western Digital Scorpio Blue,195.2,160.0,0.282,5400,8.0,2.5,SATA 1.5 Gb/s
Seagate Momentu,168.47,500.0,0.078,7200,16.0,2.5,SATA 3.0 Gb/s
Seagate BarraCuda,368.3,160.0,0.531,7200,8.0,3.5,SATA 3.0 Gb/s
Western Digital AV-GP,508.95,2000.0,0.059,5400,64.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Blue,342.31,750.0,0.105,7200,32.0,3.5,SATA 6.0 Gb/s
Seagate Constellation ES,346.55,500.0,0.16,7200,32.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Green,433.08,750.0,0.133,5400,64.0,3.5,SATA 3.0 Gb/s
Seagate BarraCuda,237.88,250.0,0.22,7200,8.0,3.5,SATA 6.0 Gb/s
Seagate Momentus 7200.4,212.32,500.0,0.098,7200,16.0,2.5,SATA 3.0 Gb/s
Seagate Constellation.2,212.32,250.0,0.196,7200,64.0,2.5,SATA 6.0 Gb/s
Seagate Momentus 5400.6,147.32,320.0,0.106,5400,8.0,2.5,SATA 3.0 Gb/s
Intel 320,1098.42,120.0,2.112,SSD,,2.5,SATA 3.0 Gb/s
Western Digital AV-GP,422.6,3000.0,0.033,5400,64.0,3.5,SATA 3.0 Gb/s
Kingston HyperX,866.56,120.0,1.667,SSD,,2.5,SATA 6.0 Gb/s
Intel 520,574.08,180.0,0.736,SSD,,2.5,SATA 6.0 Gb/s
Intel 530,818.94,240.0,0.787,SSD,,2.5,SATA 6.0 Gb/s
Lenovo 0A89478,617.89,3000.0,0.048,7200,32.0,3.5,SATA 6.0 Gb/s
Seagate Constellation ES,277.31,2000.0,0.032,7200,16.0,3.5,SAS 6.0 Gb/s
Seagate Constellation ES,428.97,500.0,0.198,7200,16.0,3.5,SAS 6.0 Gb/s
Western Digital Black,238.32,320.0,0.172,7200,16.0,2.5,SATA 6.0 Gb/s
Seagate ST4000NC001,602.29,4000.0,0.035,5900,64.0,3.5,SATA 6.0 Gb/s
Seagate 600 Pro,862.27,480.0,0.415,SSD,,2.5,SATA 6.0 Gb/s
VisionTek GoDrive,211.1,480.0,0.102,SSD,,2.5,SATA 6.0 Gb/s
Seagate ST4000VX000,688.9,4000.0,0.04,5900,64.0,3.5,SATA 6.0 Gb/s
Kingston E50 Enterprise,912.36,240.0,0.877,SSD,,2.5,SATA 6.0 Gb/s
SanDisk EXTREME PRO,866.56,480.0,0.417,SSD,,2.5,SATA 6.0 Gb/s
Seagate Enterprise,897.32,6000.0,0.035,7200,128.0,3.5,SAS 12.0 Gb/s
Seagate ST2000NM0024,1026.92,2000.0,0.118,7200,128.0,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar He8,3457.73,6000.0,0.133,7200,128.0,3.5,SATA 6.0 Gb/s
Western Digital WDBH2D5000ENC-NRSN,151.66,500.0,0.07,7200,32.0,3.5,SATA 3.0 Gb/s
Intel DC S3710,1044.9,800.0,0.301,SSD,,2.5,SATA 6.0 Gb/s
Hitachi s842,1294.74,800.0,0.374,SSD,,2.5,SAS 6.0 Gb/s
Intel Pro 5400s,1516.51,480.0,0.729,SSD,,2.5,SATA 6.0 Gb/s
SanDisk Z410,740.51,480.0,0.356,SSD,,2.5,SATA 6.0 Gb/s
Intel Pro 6000p,467.96,512.0,0.211,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Intel 545s,805.5,512.0,0.363,SSD,,M.2-2280,M.2 SATA
Micron 1100,866.56,1000.0,0.2,SSD,,2.5,SATA 6.0 Gb/s
Mushkin PILOT,622.57,1000.0,0.144,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate EXOS Enterprise,662.0,1000.0,0.153,7200,,2.5,SAS 12.0 Gb/s
Seagate Enterprise Capacity,433.04,3000.0,0.033,7200,128.0,3.5,SATA 6.0 Gb/s
Seagate Enterprise Capacity,1148.24,4000.0,0.066,7200,128.0,3.5,SAS 12.0 Gb/s
Western Digital RE,1102.53,6000.0,0.042,7200,128.0,3.5,SATA 6.0 Gb/s
ADATA SU800,324.76,1000.0,0.075,SSD,,M.2-2280,M.2 SATA
Seagate SkyHawk AI,1165.58,10000.0,0.027,7200,256.0,3.5,SATA 6.0 Gb/s
SanDisk X600,1018.26,1000.0,0.235,SSD,,2.5,SATA 6.0 Gb/s
Toshiba MG06ACA10TE,1047.59,10000.0,0.024,7200,256.0,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar He10,1056.08,8000.0,0.03,7200,256.0,3.5,SATA 6.0 Gb/s
Intel D3-S4610,583.87,480.0,0.281,SSD,,2.5,SATA 6.0 Gb/s
PNY XLR8 CS2311,402.32,500.0,0.186,SSD,,2.5,SATA 6.0 Gb/s
Toshiba Slim L200,237.41,500.0,0.11,5400,8.0,2.5,SATA 6.0 Gb/s
Centon MP Essential,129.86,240.0,0.125,SSD,,2.5,SATA 6.0 Gb/s
Kingston DC500R,407.26,480.0,0.196,SSD,,2.5,SATA 6.0 Gb/s
VisionTek PRO,324.93,500.0,0.15,SSD,,2.5,SATA 6.0 Gb/s
PNY XLR8 CS3040 w/Heatsink,1061.5,1000.0,0.245,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Inland Platinum,121.28,256.0,0.109,SSD,,2.5,SATA 6.0 Gb/s
Toshiba N300,2103.54,6000.0,0.081,7200,,3.5,SATA 6.0 Gb/s
Toshiba X300,1883.6,12000.0,0.036,7200,256.0,3.5,SATA 6.0 Gb/s
V7 V7SSD240GBM2SU,143.94,240.0,0.138,SSD,,M.2-2280,M.2 SATA
V7 V7SSD480GBM2SU,172.54,480.0,0.083,SSD,,M.2-2280,M.2 SATA
V7 V7SSD256GBNV3U,168.94,256.0,0.152,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Intel D3-S4620,1125.5,960.0,0.271,SSD,,2.5,SATA 6.0 Gb/s
PNY CS2240,346.55,500.0,0.16,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Fantom Drives VENOM8 PS5,1516.33,4000.0,0.087,SSD,,M.2-2280,M.2 PCIe 4.0 X4
VisionTek DLX4,450.59,1000.0,0.104,SSD,,M.2-2242,M.2 PCIe 4.0 X4
VisionTek DLX4,242.65,512.0,0.109,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Titanium Micro TH2000,212.27,512.0,0.096,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Transcend 830S,173.28,256.0,0.156,SSD,,M.2-2280,M.2 SATA
Lenovo S4520,1827.96,960.0,0.439,SSD,,2.5,SATA 6.0 Gb/s
Nextorage G-Series LE,389.93,1000.0,0.09,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate Constellation.2,177.65,1000.0,0.041,7200,64.0,2.5,SAS 6.0 Gb/s
Hitachi Ultrastar 7K6000,601.07,6000.0,0.023,7200,128.0,3.5,SAS 12.0 Gb/s
Patriot VP4000 Mini,216.61,500.0,0.1,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Hitachi Ultrastar C10K1200,423.46,1200.0,0.081,10000,64.0,2.5,SAS 6.0 Gb/s
Toshiba N300 Pro,806.67,6000.0,0.031,7200,256.0,3.5,SATA 6.0 Gb/s
Micron 2400,411.64,1000.0,0.095,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Seagate ST3146356SS-IM,238.32,146.0,0.377,15000,16.0,3.5,SAS 3.0 Gb/s
Seagate Nytro Enterprise,5628.57,3200.0,0.406,SSD,,2.5,SAS 12.0 Gb/s
Toshiba S300 Pro,688.95,6000.0,0.026,7200,256.0,3.5,SATA 6.0 Gb/s
Toshiba MG06ACA600E,693.24,6000.0,0.027,7200,256.0,3.5,SATA 6.0 Gb/s
Inland TN446,381.26,1000.0,0.088,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Hitachi A7K2000,158.02,500.0,0.073,7200,32.0,3.5,SATA 3.0 Gb/s
Western Digital Red Pro,1165.36,6000.0,0.045,7200,128.0,3.5,SATA 6.0 Gb/s
Intel DC P4801X,1334.52,100.0,3.08,SSD,,2.5,U.2
Toshiba X300,1208.91,8000.0,0.035,7200,256.0,3.5,SATA 6.0 Gb/s
PNY CS2130,2166.46,4000.0,0.125,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Toshiba S300 Pro,1212.16,8000.0,0.035,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital SN520,333.64,512.0,0.15,SSD,,M.2-2230,M.2 PCIe 3.0 X2
VisionTek DLX4,649.95,2000.0,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Titanium Micro TH7175,714.9,2000.0,0.082,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Fantom Drives VENOM7 PS5,606.36,2000.0,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate Momentus XT,238.32,750.0,0.073,7200,32.0,2.5,SATA 6.0 Gb/s
Western Digital Scorpio Blue,450.55,250.0,0.416,5400,8.0,2.5,SATA 3.0 Gb/s
Crucial M500,900.27,240.0,0.866,SSD,,mSATA,mSATA
Dell K054N,452.8,600.0,0.174,10000,16.0,3.5,SAS 6.0 Gb/s
Western Digital Gold,1223.86,6000.0,0.047,7200,128.0,3.5,SATA 6.0 Gb/s
Intel 540s,1748.58,480.0,0.841,SSD,,2.5,SATA 6.0 Gb/s
Intel Pro 5400s,2370.15,1000.0,0.547,SSD,,2.5,SATA 6.0 Gb/s
Transcend TS960GSSD220S,417.74,960.0,0.1,SSD,,2.5,SATA 6.0 Gb/s
Crucial BX300,303.22,480.0,0.146,SSD,,2.5,SATA 6.0 Gb/s
Seagate BarraCuda,714.94,500.0,0.33,7200,16.0,3.5,PATA 100
Seagate Enterprise Capacity,1024.23,2000.0,0.118,7200,128.0,2.5,SAS 12.0 Gb/s
Toshiba MG06ACA800E,1213.2,8000.0,0.035,7200,256.0,3.5,SATA 6.0 Gb/s
VisionTek PRO XMN,705.37,1000.0,0.163,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Toshiba X300,1039.92,6000.0,0.04,7200,256.0,3.5,SATA 6.0 Gb/s
Toshiba S300 Pro,1329.32,10000.0,0.031,7200,256.0,3.5,SATA 6.0 Gb/s
VisionTek DLX3,668.93,2000.0,0.077,SSD,,M.2-2280,M.2 PCIe 3.0 X4
VisionTek DLX4 Pro,2079.41,4000.0,0.12,SSD,,M.2-2280,M.2 PCIe 4.0 X4
VisionTek DLX4,807.19,2000.0,0.093,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Western Digital RE2-GP,252.53,1000.0,0.058,7200,16.0,3.5,SATA 3.0 Gb/s
Western Digital Scorpio Black,216.43,160.0,0.312,7200,16.0,2.5,SATA 3.0 Gb/s
Western Digital Scorpio Blue,142.99,250.0,0.132,5400,8.0,2.5,SATA 3.0 Gb/s
Hitachi 7K1000.C,573.56,250.0,0.529,7200,8.0,3.5,SATA 3.0 Gb/s
Intel X25-M,867.03,160.0,1.251,SSD,,2.5,SATA 3.0 Gb/s
Samsung Spinpoint M7E,173.32,320.0,0.125,5400,8.0,2.5,SATA 3.0 Gb/s
Seagate Barracuda ES,411.51,1000.0,0.095,7200,32.0,3.5,SATA 3.0 Gb/s
Intel X25-M,779.72,160.0,1.125,SSD,,2.5,SATA 3.0 Gb/s
Seagate Momentus,168.94,500.0,0.078,5400,8.0,2.5,SATA 3.0 Gb/s
Seagate Momentus 7200.4,238.32,320.0,0.172,7200,16.0,2.5,SATA 3.0 Gb/s
Western Digital Scorpio Blue,129.77,320.0,0.094,5400,8.0,2.5,SATA 3.0 Gb/s
Western Digital AV-25,862.27,500.0,0.398,5400,16.0,2.5,SATA 3.0 Gb/s
SanDisk Extreme,693.24,120.0,1.333,SSD,,2.5,SATA 6.0 Gb/s
ADATA Premier Pro SP900,1299.68,256.0,1.172,SSD,,2.5,SATA 6.0 Gb/s
Western Digital AV-GP,138.66,160.0,0.2,5400,16.0,3.5,SATA 3.0 Gb/s
Kingston SSDNow KC100,1344.27,240.0,1.293,SSD,,2.5,SATA 6.0 Gb/s
Intel DC S3700,800.65,400.0,0.462,SSD,,2.5,SATA 6.0 Gb/s
Crucial M4,986.93,64.0,3.559,SSD,,mSATA,mSATA
Seagate Constellation ES.3,346.64,3000.0,0.027,7200,128.0,3.5,SAS 6.0 Gb/s
Seagate Constellation ES.3,846.88,1000.0,0.195,7200,128.0,3.5,SAS 6.0 Gb/s
Western Digital SE,628.28,3000.0,0.048,7200,64.0,3.5,SATA 6.0 Gb/s
Seagate ST4000VM000,522.13,4000.0,0.03,5900,64.0,3.5,SATA 6.0 Gb/s
Intel 530,411.64,180.0,0.528,SSD,,2.5,SATA 6.0 Gb/s
Lenovo ThinkPad,428.97,500.0,0.198,7200,32.0,2.5,SATA 3.0 Gb/s
Seagate Constellation.2,888.26,500.0,0.41,7200,64.0,2.5,SAS 6.0 Gb/s
OCZ Vector 150,1646.54,240.0,1.583,SSD,,2.5,SATA 6.0 Gb/s
Toshiba Q Series Pro,649.69,256.0,0.586,SSD,,2.5,SATA 6.0 Gb/s
Transcend MTS400,334.25,128.0,0.603,SSD,,M.2-2242,M.2 SATA
Kingston SSDNow V310,1299.9,960.0,0.312,SSD,,2.5,SATA 6.0 Gb/s
Crucial M500,1649.88,480.0,0.793,SSD,,M.2-2280,M.2 SATA
Silicon Power S60 3K P/E,303.14,120.0,0.583,SSD,,2.5,SATA 6.0 Gb/s
Hitachi Travelstar Z7K500,649.95,500.0,0.3,7200,32.0,2.5,SATA 6.0 Gb/s
Toshiba PH3400U-1I72,645.62,4000.0,0.037,7200,128.0,3.5,SATA 6.0 Gb/s
Seagate ST900MM0128,558.96,900.0,0.143,10000,128.0,2.5,SAS 12.0 Gb/s
VisionTek Go Drive,842.68,240.0,0.81,SSD,,2.5,SATA 6.0 Gb/s
Seagate ST6000NM0014,649.95,6000.0,0.025,7200,128.0,3.5,SAS 12.0 Gb/s
Hitachi Ultrastar 7K6000,2801.46,6000.0,0.108,7200,128.0,3.5,SATA 6.0 Gb/s
Intel 535,645.62,120.0,1.242,SSD,,2.5,SATA 6.0 Gb/s
Intel 535,515.63,180.0,0.661,SSD,,2.5,SATA 6.0 Gb/s
Intel 535,427.71,240.0,0.411,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Purple NV,589.29,4000.0,0.034,5400,64.0,3.5,SATA 6.0 Gb/s
Intel SSDSC2BB240G601,1364.9,240.0,1.312,SSD,,2.5,SATA 6.0 Gb/s
Intel SSDSC2BB480G601,1247.77,480.0,0.6,SSD,,2.5,SATA 6.0 Gb/s
Intel SSDSC2BB800G601,1513.04,800.0,0.436,SSD,,2.5,SATA 6.0 Gb/s
Transcend TS256GSSD370S,515.63,256.0,0.465,SSD,,2.5,SATA 6.0 Gb/s
Seagate Momentus 5400.3,168.99,80.0,0.487,5400,8.0,2.5,PATA 44-Pin 100
Crucial BX200,658.57,960.0,0.158,SSD,,2.5,SATA 6.0 Gb/s
PNY CS2211,238.32,480.0,0.115,SSD,,2.5,SATA 6.0 Gb/s
Intel Pro 5400s,667.28,180.0,0.856,SSD,,2.5,SATA 6.0 Gb/s
Intel Pro 5400s,1083.25,360.0,0.694,SSD,,2.5,SATA 6.0 Gb/s
Seagate Barracuda 7200.9,203.65,160.0,0.294,7200,8.0,3.5,SATA 6.0 Gb/s
Patriot Spark,389.97,128.0,0.703,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Gold,1050.54,8000.0,0.03,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital Purple,662.91,6000.0,0.025,5400,64.0,3.5,SATA 6.0 Gb/s
Hitachi 0F10942,541.62,2000.0,0.062,7200,32.0,3.5,SATA 6.0 Gb/s
Toshiba N300,1122.25,6000.0,0.043,7200,128.0,3.5,SATA 6.0 Gb/s
Seagate Enterprise Capacity,324.24,1000.0,0.075,7200,128.0,2.5,SATA 6.0 Gb/s
